species,x,y
Lacerta,-7.857061,41.770424
Lacerta,-7.855459,41.860473
Lacerta,-7.853849,41.95052
Lacerta,-7.765684,40.238174
Lacerta,-7.764044,40.328244
Lacerta,-7.762398,40.418312
Lacerta,-7.760743,40.508379
Lacerta,-7.759081,40.598445
Lacerta,-7.64816,40.23686
Lacerta,-7.646364,40.326926
Lacerta,-7.644561,40.416991
Lacerta,-7.642749,40.507053
Lacerta,-7.640929,40.597115
Lacerta,-7.530643,40.235428
Lacerta,-7.528692,40.325489
Lacerta,-7.526732,40.415549
Lacerta,-7.524763,40.505607
Lacerta,-7.522785,40.595664
Lacerta,-7.413136,40.233876
Lacerta,-7.411029,40.323932
Lacerta,-7.408912,40.413987
Lacerta,-7.406785,40.504041
Lacerta,-7.404649,40.594093
Lacerta,-7.295638,40.232205
Lacerta,-7.291101,40.412306
Lacerta,-7.288818,40.502354
Lacerta,-7.286524,40.5924
Lacerta,-7.17815,40.230415
Lacerta,-7.175731,40.32046
Lacerta,-7.173301,40.410504
Lacerta,-7.17086,40.500546
Lacerta,-7.168408,40.590587
Lacerta,-7.060673,40.228505
Lacerta,-7.058098,40.318544
Lacerta,-7.055512,40.408582
Lacerta,-7.052914,40.498619
Lacerta,-7.050304,40.588653
Lacerta,-6.943208,40.226476
Lacerta,-6.940477,40.316509
Lacerta,-6.825755,40.224329
Lacerta,-6.822869,40.314355
Lacerta,-7.748951,41.138808
Lacerta,-7.747236,41.228863
Lacerta,-7.745513,41.318917
Lacerta,-7.743782,41.408969
Lacerta,-7.742043,41.49902
Lacerta,-7.627956,41.227503
Lacerta,-7.624174,41.407601
Lacerta,-7.622269,41.497648
Lacerta,-7.508685,41.22602
Lacerta,-7.504574,41.406108
Lacerta,-7.502504,41.49615
Lacerta,-7.391628,41.134372
Lacerta,-7.389424,41.224414
Lacerta,-7.387209,41.314453
Lacerta,-7.384984,41.404492
Lacerta,-7.382749,41.494528
Lacerta,-7.270172,41.222683
Lacerta,-7.757412,40.688509
Lacerta,-7.755735,40.778572
Lacerta,-7.754051,40.868633
Lacerta,-7.752358,40.958693
Lacerta,-7.750659,41.048751
Lacerta,-7.637264,40.777233
Lacerta,-7.635419,40.86729
Lacerta,-7.633566,40.957346
Lacerta,-7.631705,41.0474
Lacerta,-7.518802,40.775773
Lacerta,-7.516797,40.865826
Lacerta,-7.514783,40.955877
Lacerta,-7.512759,41.045926
Lacerta,-7.402504,40.684143
Lacerta,-7.400348,40.774192
Lacerta,-7.398183,40.864239
Lacerta,-7.396008,40.954285
Lacerta,-7.281904,40.772489
Lacerta,-7.279579,40.862531
Lacerta,-7.026277,41.398896
Lacerta,-6.906732,41.396782
Lacerta,-7.163471,40.770664
Lacerta,-7.740296,41.58907
Lacerta,-7.738541,41.679118
Lacerta,-7.736779,41.769164
Lacerta,-7.735008,41.859209
Lacerta,-7.620356,41.587693
Lacerta,-7.618435,41.677736
Lacerta,-7.616504,41.767778
Lacerta,-7.614565,41.857819
Lacerta,-7.496239,41.766267
Lacerta,-7.494131,41.856303
Lacerta,-7.380504,41.584564
Lacerta,-7.378248,41.674597
Lacerta,-7.375982,41.76463
Lacerta,-7.373706,41.85466
Lacerta,-7.25817,41.67284
Lacerta,-7.255737,41.762867
Lacerta,-7.253292,41.852892
Lacerta,-7.127628,42.031031
Lacerta,-6.765479,42.024549
Lacerta,-7.135502,41.760978
Lacerta,-7.13289,41.850997
Lacerta,-7.130265,41.941014
Lacerta,-7.015279,41.758963
Lacerta,-7.012499,41.848976
Lacerta,-7.009705,41.938987
Lacerta,-6.898005,41.666815
Lacerta,-6.895069,41.756823
Lacerta,-6.89212,41.846829
Lacerta,-6.889158,41.936833
Lacerta,-6.768624,41.934553
Lacerta,-6.651405,41.842157
Lacerta,-6.648105,41.932146
Lacerta,-6.53107,41.839632
Lacerta,-6.527601,41.929613
