X,X_WGS84,Y_WGS84,Lacerta
1004,-7.995408,40.600742,1
1005,-7.883216,40.239367,1
1006,-7.880242,40.419514,1
1007,-7.878745,40.509585,1
1008,-7.877241,40.599654,1
1009,-8.701691,41.235292,1
1010,-8.70128,41.325366,1
1011,-8.700868,41.415439,1
1012,-8.700454,41.50551,1
1013,-8.582941,41.144847,1
1014,-8.582369,41.234921,1
1015,-8.581218,41.415066,1
1016,-8.580638,41.505136,1
1017,-8.463786,41.144354,1
1018,-8.463051,41.234426,1
1019,-8.462312,41.324498,1
1020,-8.460825,41.504636,1
1021,-8.585763,40.694453,1
1022,-8.585204,40.784535,1
1023,-8.584642,40.874615,1
1024,-8.584078,40.964694,1
1025,-8.583511,41.054771,1
1026,-8.466695,40.784048,1
1027,-8.465973,40.874127,1
1028,-8.465247,40.964204,1
1029,-8.464518,41.054279,1
1030,-8.344634,41.143737,1
1031,-8.343736,41.233808,1
1032,-8.341015,41.504012,1
1033,-8.225487,41.142998,1
1034,-8.224425,41.233066,1
1035,-8.223358,41.323133,1
1036,-8.222286,41.413199,1
1037,-8.221209,41.503263,1
1038,-8.106344,41.142135,1
1039,-8.105118,41.232201,1
1040,-8.102651,41.412328,1
1041,-8.101408,41.50239,1
1042,-7.987206,41.141149,1
1043,-7.985818,41.231212,1
1044,-7.984422,41.321273,1
1045,-7.983021,41.411333,1
1046,-7.981613,41.501391,1
1047,-7.868075,41.14004,1
1048,-7.866523,41.230099,1
1049,-7.864964,41.320157,1
1050,-7.863398,41.410213,1
1051,-7.861824,41.500268,1
1052,-8.349068,40.693361,1
1053,-8.348189,40.78344,1
1054,-8.347306,40.873516,1
1055,-8.34642,40.963591,1
1056,-8.345529,41.053665,1
1057,-8.230726,40.692634,1
1058,-8.229687,40.782709,1
1059,-8.228644,40.872784,1
1060,-8.227597,40.962856,1
1061,-8.226544,41.052928,1
1062,-8.112389,40.691784,1
1063,-8.11119,40.781857,1
1064,-8.109987,40.871929,1
1065,-8.108778,40.961999,1
1066,-8.107564,41.052068,1
1067,-7.994057,40.690814,1
1068,-7.992699,40.780884,1
1069,-7.991335,40.870952,1
1070,-7.989965,40.961019,1
1071,-7.988589,41.051085,1
1072,-7.874214,40.779789,1
1073,-7.872689,40.869854,1
1074,-7.871158,40.959917,1
1075,-7.86962,41.049979,1
1076,-8.577103,42.045526,1
1077,-8.819771,41.6859,1
1078,-8.819519,41.775967,1
1079,-8.819266,41.866034,1
1080,-8.819012,41.956099,1
1081,-8.700038,41.59558,1
1082,-8.69962,41.685648,1
1083,-8.6992,41.775715,1
1084,-8.698778,41.865781,1
1085,-8.698354,41.955845,1
1086,-8.580055,41.595204,1
1087,-8.57947,41.685272,1
1088,-8.578882,41.775337,1
1089,-8.578292,41.865402,1
1090,-8.577699,41.955465,1
1091,-8.459323,41.684769,1
1092,-8.458568,41.774833,1
1093,-8.457808,41.864896,1
1094,-8.457046,41.954957,1
1095,-8.33546,42.044381,1
1096,-8.214645,42.043618,1
1097,-8.213533,42.133672,1
1098,-8.093835,42.042728,1
1099,-8.340099,41.594077,1
1100,-8.33918,41.684141,1
1101,-8.338256,41.774203,1
1102,-8.337329,41.864264,1
1103,-8.336396,41.954323,1
1104,-8.220127,41.593326,1
1105,-8.219041,41.683387,1
1106,-8.217949,41.773447,1
1107,-8.216853,41.863506,1
1108,-8.215751,41.953563,1
1109,-8.10016,41.59245,1
1110,-8.098907,41.682508,1
1111,-8.097647,41.772565,1
1112,-8.096382,41.862621,1
1113,-8.095111,41.952675,1
1114,-7.980199,41.591448,1
1115,-7.978778,41.681504,1
1116,-7.977351,41.771558,1
1117,-7.975917,41.86161,1
1118,-7.860244,41.590321,1
1119,-7.858656,41.680373,1
1120,-7.857061,41.770424,1
1121,-7.855459,41.860473,1
1122,-7.853849,41.95052,1
1123,-7.765684,40.238174,1
1124,-7.764044,40.328244,1
1125,-7.762398,40.418312,1
1126,-7.760743,40.508379,1
1127,-7.759081,40.598445,1
1128,-7.64816,40.23686,1
1129,-7.646364,40.326926,1
1130,-7.644561,40.416991,1
1131,-7.642749,40.507053,1
1132,-7.640929,40.597115,1
1133,-7.530643,40.235428,1
1134,-7.528692,40.325489,1
1135,-7.526732,40.415549,1
1136,-7.524763,40.505607,1
1137,-7.522785,40.595664,1
1138,-7.413136,40.233876,1
1139,-7.411029,40.323932,1
1140,-7.408912,40.413987,1
1141,-7.406785,40.504041,1
1142,-7.404649,40.594093,1
1143,-7.295638,40.232205,1
1144,-7.291101,40.412306,1
1145,-7.288818,40.502354,1
1146,-7.286524,40.5924,1
1147,-7.17815,40.230415,1
1148,-7.175731,40.32046,1
1149,-7.173301,40.410504,1
1150,-7.17086,40.500546,1
1151,-7.168408,40.590587,1
1152,-7.060673,40.228505,1
1153,-7.058098,40.318544,1
1154,-7.055512,40.408582,1
1155,-7.052914,40.498619,1
1156,-7.050304,40.588653,1
1157,-6.943208,40.226476,1
1158,-6.940477,40.316509,1
1159,-6.825755,40.224329,1
1160,-6.822869,40.314355,1
1161,-7.748951,41.138808,1
1162,-7.747236,41.228863,1
1163,-7.745513,41.318917,1
1164,-7.743782,41.408969,1
1165,-7.742043,41.49902,1
1166,-7.627956,41.227503,1
1167,-7.624174,41.407601,1
1168,-7.622269,41.497648,1
1169,-7.508685,41.22602,1
1170,-7.504574,41.406108,1
1171,-7.502504,41.49615,1
1172,-7.391628,41.134372,1
1173,-7.389424,41.224414,1
1174,-7.387209,41.314453,1
1175,-7.384984,41.404492,1
1176,-7.382749,41.494528,1
1177,-7.270172,41.222683,1
1178,-7.757412,40.688509,1
1179,-7.755735,40.778572,1
1180,-7.754051,40.868633,1
1181,-7.752358,40.958693,1
1182,-7.750659,41.048751,1
1183,-7.637264,40.777233,1
1184,-7.635419,40.86729,1
1185,-7.633566,40.957346,1
1186,-7.631705,41.0474,1
1187,-7.518802,40.775773,1
1188,-7.516797,40.865826,1
1189,-7.514783,40.955877,1
1190,-7.512759,41.045926,1
1191,-7.402504,40.684143,1
1192,-7.400348,40.774192,1
1193,-7.398183,40.864239,1
1194,-7.396008,40.954285,1
1195,-7.281904,40.772489,1
1196,-7.279579,40.862531,1
1197,-7.026277,41.398896,1
1198,-6.906732,41.396782,1
1199,-7.163471,40.770664,1
1200,-7.740296,41.58907,1
1201,-7.738541,41.679118,1
1202,-7.736779,41.769164,1
1203,-7.735008,41.859209,1
1204,-7.620356,41.587693,1
1205,-7.618435,41.677736,1
1206,-7.616504,41.767778,1
1207,-7.614565,41.857819,1
1208,-7.496239,41.766267,1
1209,-7.494131,41.856303,1
1210,-7.380504,41.584564,1
1211,-7.378248,41.674597,1
1212,-7.375982,41.76463,1
1213,-7.373706,41.85466,1
1214,-7.25817,41.67284,1
1215,-7.255737,41.762867,1
1216,-7.253292,41.852892,1
1217,-7.127628,42.031031,1
1218,-6.765479,42.024549,1
1219,-7.135502,41.760978,1
1220,-7.13289,41.850997,1
1221,-7.130265,41.941014,1
1222,-7.015279,41.758963,1
1223,-7.012499,41.848976,1
1224,-7.009705,41.938987,1
1225,-6.898005,41.666815,1
1226,-6.895069,41.756823,1
1227,-6.89212,41.846829,1
1228,-6.889158,41.936833,1
1229,-6.768624,41.934553,1
1230,-6.651405,41.842157,1
1231,-6.648105,41.932146,1
1232,-6.53107,41.839632,1
1233,-6.527601,41.929613,1
