X,X_WGS84,Y_WGS84,Rana
866,-8.47096,40.243547,1
867,-8.469551,40.42372,1
868,-8.468842,40.513804,1
869,-8.468129,40.603887,1
870,-8.353402,40.24295,1
871,-8.352543,40.333035,1
872,-8.35168,40.423119,1
873,-8.350813,40.513201,1
874,-8.349942,40.603282,1
875,-8.235848,40.242233,1
876,-8.234833,40.332316,1
877,-8.233813,40.422398,1
878,-8.232788,40.512478,1
879,-8.231759,40.602556,1
880,-8.118298,40.241397,1
881,-8.117127,40.331478,1
882,-8.11595,40.421556,1
883,-8.114768,40.511634,1
884,-8.113581,40.60171,1
885,-8.000754,40.240442,1
886,-7.999426,40.330519,1
887,-7.998093,40.420595,1
888,-7.996754,40.510669,1
889,-7.995408,40.600742,1
890,-7.883216,40.239367,1
891,-7.881732,40.329441,1
892,-7.880242,40.419514,1
893,-7.878745,40.509585,1
894,-7.877241,40.599654,1
895,-8.70128,41.325366,1
896,-8.582941,41.144847,1
897,-8.581795,41.324994,1
898,-8.581218,41.415066,1
899,-8.580638,41.505136,1
900,-8.463786,41.144354,1
901,-8.463051,41.234426,1
902,-8.462312,41.324498,1
903,-8.46157,41.414568,1
904,-8.460825,41.504636,1
905,-8.585204,40.784535,1
906,-8.584642,40.874615,1
907,-8.584078,40.964694,1
908,-8.583511,41.054771,1
909,-8.467414,40.693968,1
910,-8.466695,40.784048,1
911,-8.465973,40.874127,1
912,-8.465247,40.964204,1
913,-8.464518,41.054279,1
914,-8.344634,41.143737,1
915,-8.343736,41.233808,1
916,-8.342833,41.323878,1
917,-8.341015,41.504012,1
918,-8.225487,41.142998,1
919,-8.224425,41.233066,1
920,-8.223358,41.323133,1
921,-8.222286,41.413199,1
922,-8.221209,41.503263,1
923,-8.106344,41.142135,1
924,-8.105118,41.232201,1
925,-8.103887,41.322265,1
926,-8.102651,41.412328,1
927,-8.101408,41.50239,1
928,-7.987206,41.141149,1
929,-7.985818,41.231212,1
930,-7.984422,41.321273,1
931,-7.983021,41.411333,1
932,-7.981613,41.501391,1
933,-7.868075,41.14004,1
934,-7.866523,41.230099,1
935,-7.864964,41.320157,1
936,-7.863398,41.410213,1
937,-7.861824,41.500268,1
938,-8.349068,40.693361,1
939,-8.348189,40.78344,1
940,-8.347306,40.873516,1
941,-8.34642,40.963591,1
942,-8.345529,41.053665,1
943,-8.230726,40.692634,1
944,-8.229687,40.782709,1
945,-8.228644,40.872784,1
946,-8.227597,40.962856,1
947,-8.226544,41.052928,1
948,-8.112389,40.691784,1
949,-8.11119,40.781857,1
950,-8.109987,40.871929,1
951,-8.108778,40.961999,1
952,-8.107564,41.052068,1
953,-7.994057,40.690814,1
954,-7.992699,40.780884,1
955,-7.991335,40.870952,1
956,-7.989965,40.961019,1
957,-7.988589,41.051085,1
958,-7.875731,40.689722,1
959,-7.874214,40.779789,1
960,-7.872689,40.869854,1
961,-7.871158,40.959917,1
962,-7.86962,41.049979,1
963,-8.697929,42.045908,1
964,-8.577103,42.045526,1
965,-8.45628,42.045017,1
966,-8.819771,41.6859,1
967,-8.819519,41.775967,1
968,-8.819266,41.866034,1
969,-8.819012,41.956099,1
970,-8.700038,41.59558,1
971,-8.69962,41.685648,1
972,-8.6992,41.775715,1
973,-8.698778,41.865781,1
974,-8.698354,41.955845,1
975,-8.580055,41.595204,1
976,-8.57947,41.685272,1
977,-8.578882,41.775337,1
978,-8.578292,41.865402,1
979,-8.577699,41.955465,1
980,-8.460076,41.594703,1
981,-8.459323,41.684769,1
982,-8.458568,41.774833,1
983,-8.457808,41.864896,1
984,-8.457046,41.954957,1
985,-8.33546,42.044381,1
986,-8.334519,42.134438,1
987,-8.214645,42.043618,1
988,-8.213533,42.133672,1
989,-8.093835,42.042728,1
990,-8.340099,41.594077,1
991,-8.33918,41.684141,1
992,-8.338256,41.774203,1
993,-8.337329,41.864264,1
994,-8.336396,41.954323,1
995,-8.219041,41.683387,1
996,-8.217949,41.773447,1
997,-8.216853,41.863506,1
998,-8.215751,41.953563,1
999,-8.10016,41.59245,1
1000,-8.098907,41.682508,1
1001,-8.097647,41.772565,1
1002,-8.096382,41.862621,1
1003,-8.095111,41.952675,1
1004,-7.980199,41.591448,1
1005,-7.978778,41.681504,1
1006,-7.977351,41.771558,1
1007,-7.975917,41.86161,1
1008,-7.860244,41.590321,1
1009,-7.858656,41.680373,1
1010,-7.857061,41.770424,1
1011,-7.855459,41.860473,1
1012,-7.853849,41.95052,1
1013,-7.765684,40.238174,1
1014,-7.764044,40.328244,1
1015,-7.762398,40.418312,1
1016,-7.760743,40.508379,1
1017,-7.759081,40.598445,1
1018,-7.64816,40.23686,1
1019,-7.646364,40.326926,1
1020,-7.644561,40.416991,1
1021,-7.642749,40.507053,1
1022,-7.640929,40.597115,1
1023,-7.530643,40.235428,1
1024,-7.528692,40.325489,1
1025,-7.526732,40.415549,1
1026,-7.524763,40.505607,1
1027,-7.522785,40.595664,1
1028,-7.411029,40.323932,1
1029,-7.408912,40.413987,1
1030,-7.406785,40.504041,1
1031,-7.404649,40.594093,1
1032,-7.295638,40.232205,1
1033,-7.293375,40.322256,1
1034,-7.288818,40.502354,1
1035,-7.286524,40.5924,1
1036,-7.17815,40.230415,1
1037,-7.175731,40.32046,1
1038,-7.173301,40.410504,1
1039,-7.17086,40.500546,1
1040,-7.060673,40.228505,1
1041,-7.058098,40.318544,1
1042,-7.055512,40.408582,1
1043,-6.943208,40.226476,1
1044,-6.940477,40.316509,1
1045,-6.825755,40.224329,1
1046,-6.822869,40.314355,1
1047,-7.748951,41.138808,1
1048,-7.747236,41.228863,1
1049,-7.745513,41.318917,1
1050,-7.743782,41.408969,1
1051,-7.742043,41.49902,1
1052,-7.629835,41.137452,1
1053,-7.627956,41.227503,1
1054,-7.626069,41.317553,1
1055,-7.624174,41.407601,1
1056,-7.622269,41.497648,1
1057,-7.504574,41.406108,1
1058,-7.502504,41.49615,1
1059,-7.389424,41.224414,1
1060,-7.384984,41.404492,1
1061,-7.382749,41.494528,1
1062,-7.267793,41.312718,1
1063,-7.263004,41.492782,1
1064,-7.757412,40.688509,1
1065,-7.755735,40.778572,1
1066,-7.754051,40.868633,1
1067,-7.752358,40.958693,1
1068,-7.750659,41.048751,1
1069,-7.639101,40.687175,1
1070,-7.637264,40.777233,1
1071,-7.635419,40.86729,1
1072,-7.633566,40.957346,1
1073,-7.631705,41.0474,1
1074,-7.520798,40.685719,1
1075,-7.518802,40.775773,1
1076,-7.516797,40.865826,1
1077,-7.514783,40.955877,1
1078,-7.512759,41.045926,1
1079,-7.402504,40.684143,1
1080,-7.400348,40.774192,1
1081,-7.398183,40.864239,1
1082,-7.396008,40.954285,1
1083,-7.393823,41.044329,1
1084,-7.281904,40.772489,1
1085,-7.279579,40.862531,1
1086,-7.277243,40.952571,1
1087,-7.148389,41.310858,1
1088,-7.026277,41.398896,1
1089,-6.906732,41.396782,1
1090,-6.903836,41.486795,1
1091,-6.79328,41.214529,1
1092,-6.784139,41.48455,1
1093,-7.045049,40.768718,1
1094,-7.740296,41.58907,1
1095,-7.738541,41.679118,1
1096,-7.736779,41.769164,1
1097,-7.735008,41.859209,1
1098,-7.733229,41.949252,1
1099,-7.620356,41.587693,1
1100,-7.618435,41.677736,1
1101,-7.616504,41.767778,1
1102,-7.614565,41.857819,1
1103,-7.500425,41.586191,1
1104,-7.498337,41.67623,1
1105,-7.494131,41.856303,1
1106,-7.380504,41.584564,1
1107,-7.378248,41.674597,1
1108,-7.375982,41.76463,1
1109,-7.373706,41.85466,1
1110,-7.260592,41.582812,1
1111,-7.25817,41.67284,1
1112,-7.255737,41.762867,1
1113,-7.253292,41.852892,1
1114,-7.127628,42.031031,1
1115,-6.765479,42.024549,1
1116,-7.140692,41.580935,1
1117,-7.135502,41.760978,1
1118,-7.13289,41.850997,1
1119,-7.130265,41.941014,1
1120,-7.020803,41.578933,1
1121,-7.018048,41.668949,1
1122,-7.015279,41.758963,1
1123,-7.012499,41.848976,1
1124,-7.009705,41.938987,1
1125,-6.900927,41.576806,1
1126,-6.898005,41.666815,1
1127,-6.895069,41.756823,1
1128,-6.89212,41.846829,1
1129,-6.889158,41.936833,1
1130,-6.781064,41.574554,1
1131,-6.777976,41.664556,1
1132,-6.774873,41.754557,1
1133,-6.771756,41.844556,1
1134,-6.768624,41.934553,1
1135,-6.651405,41.842157,1
1136,-6.648105,41.932146,1
1137,-6.53796,41.659663,1
1138,-6.53107,41.839632,1
1139,-6.527601,41.929613,1
