X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-8.457046,41.954957,train,Infinity,100.0,NaN
-8.33546,42.044381,train,Infinity,100.0,NaN
-8.214645,42.043618,train,Infinity,100.0,NaN
-8.213533,42.133672,train,Infinity,100.0,NaN
-8.093835,42.042728,train,Infinity,100.0,NaN
-8.33918,41.684141,train,Infinity,100.0,NaN
-8.338256,41.774203,train,Infinity,100.0,NaN
-8.336396,41.954323,train,Infinity,100.0,NaN
-8.219041,41.683387,train,Infinity,100.0,NaN
-8.217949,41.773447,train,Infinity,100.0,NaN
-8.216853,41.863506,train,Infinity,100.0,NaN
-8.215751,41.953563,train,Infinity,100.0,NaN
-8.098907,41.682508,train,Infinity,100.0,NaN
-8.097647,41.772565,train,Infinity,100.0,NaN
-8.096382,41.862621,train,Infinity,100.0,NaN
-8.095111,41.952675,train,Infinity,100.0,NaN
-7.980199,41.591448,train,Infinity,100.0,NaN
-7.978778,41.681504,train,Infinity,100.0,NaN
-7.975917,41.86161,train,Infinity,100.0,NaN
-7.860244,41.590321,train,Infinity,100.0,NaN
-7.858656,41.680373,train,Infinity,100.0,NaN
-7.855459,41.860473,train,Infinity,100.0,NaN
-7.853849,41.95052,train,Infinity,100.0,NaN
-7.765684,40.238174,train,Infinity,100.0,NaN
-7.764044,40.328244,train,Infinity,100.0,NaN
-7.762398,40.418312,train,Infinity,100.0,NaN
-7.760743,40.508379,train,Infinity,100.0,NaN
-7.64816,40.23686,train,Infinity,100.0,NaN
-7.646364,40.326926,train,Infinity,100.0,NaN
-7.644561,40.416991,train,Infinity,100.0,NaN
-7.642749,40.507053,train,Infinity,100.0,NaN
-7.640929,40.597115,train,Infinity,100.0,NaN
-7.530643,40.235428,train,Infinity,100.0,NaN
-7.528692,40.325489,train,Infinity,100.0,NaN
-7.522785,40.595664,train,Infinity,100.0,NaN
-7.411029,40.323932,train,Infinity,100.0,NaN
-7.408912,40.413987,train,Infinity,100.0,NaN
-7.406785,40.504041,train,Infinity,100.0,NaN
-7.295638,40.232205,train,4.1596826218431606E18,100.0,1.0
-7.293375,40.322256,train,Infinity,100.0,NaN
-7.286524,40.5924,train,Infinity,100.0,NaN
-7.17815,40.230415,train,2.9965827140502021E18,100.0,1.0
-7.175731,40.32046,train,Infinity,100.0,NaN
-7.173301,40.410504,train,Infinity,100.0,NaN
-7.17086,40.500546,train,Infinity,100.0,NaN
-7.060673,40.228505,train,1.2670898433934921E20,100.0,1.0
-7.058098,40.318544,train,Infinity,100.0,NaN
-7.055512,40.408582,train,Infinity,100.0,NaN
-6.943208,40.226476,train,1.61621613724613568E17,100.0,1.0
-6.940477,40.316509,train,Infinity,100.0,NaN
-6.825755,40.224329,train,4.789538716864991E19,100.0,1.0
-6.822869,40.314355,train,Infinity,100.0,NaN
-7.748951,41.138808,train,Infinity,100.0,NaN
-7.747236,41.228863,train,Infinity,100.0,NaN
-7.745513,41.318917,train,Infinity,100.0,NaN
-7.742043,41.49902,train,Infinity,100.0,NaN
-7.629835,41.137452,train,Infinity,100.0,NaN
-7.627956,41.227503,train,Infinity,100.0,NaN
-7.624174,41.407601,train,Infinity,100.0,NaN
-7.622269,41.497648,train,Infinity,100.0,NaN
-7.504574,41.406108,train,Infinity,100.0,NaN
-7.502504,41.49615,train,Infinity,100.0,NaN
-7.389424,41.224414,train,Infinity,100.0,NaN
-7.384984,41.404492,train,2.1161726129144142E20,100.0,1.0
-7.382749,41.494528,train,Infinity,100.0,NaN
-7.757412,40.688509,train,Infinity,100.0,NaN
-7.754051,40.868633,train,Infinity,100.0,NaN
-7.750659,41.048751,train,Infinity,100.0,NaN
-7.635419,40.86729,train,Infinity,100.0,NaN
-7.633566,40.957346,train,Infinity,100.0,NaN
-7.631705,41.0474,train,Infinity,100.0,NaN
-7.520798,40.685719,train,Infinity,100.0,NaN
-7.518802,40.775773,train,Infinity,100.0,NaN
-7.512759,41.045926,train,Infinity,100.0,NaN
-7.400348,40.774192,train,Infinity,100.0,NaN
-7.398183,40.864239,train,Infinity,100.0,NaN
-7.393823,41.044329,train,Infinity,100.0,NaN
-7.281904,40.772489,train,Infinity,100.0,NaN
-7.279579,40.862531,train,Infinity,100.0,NaN
-7.148389,41.310858,train,5.6772683681443461E18,100.0,1.0
-7.026277,41.398896,train,4.0760447099260416E18,100.0,1.0
-6.903836,41.486795,train,2.18104166800297754E18,100.0,1.0
-6.79328,41.214529,train,1.82296243998601754E18,100.0,1.0
-6.784139,41.48455,train,0.029453367631009558,13.235605383234724,0.1208043902358468
-7.045049,40.768718,train,4.596220039037013E19,100.0,1.0
-7.740296,41.58907,train,Infinity,100.0,NaN
-7.738541,41.679118,train,Infinity,100.0,NaN
-7.736779,41.769164,train,Infinity,100.0,NaN
-7.735008,41.859209,train,Infinity,100.0,NaN
-7.733229,41.949252,train,Infinity,100.0,NaN
-7.618435,41.677736,train,Infinity,100.0,NaN
-7.616504,41.767778,train,Infinity,100.0,NaN
-7.500425,41.586191,train,Infinity,100.0,NaN
-7.494131,41.856303,train,1.313551374927458E20,100.0,1.0
-7.380504,41.584564,train,Infinity,100.0,NaN
-7.378248,41.674597,train,Infinity,100.0,NaN
-7.375982,41.76463,train,Infinity,100.0,NaN
-7.373706,41.85466,train,Infinity,100.0,NaN
-7.255737,41.762867,train,Infinity,100.0,NaN
-7.253292,41.852892,train,Infinity,100.0,NaN
-7.127628,42.031031,train,Infinity,100.0,NaN
-6.765479,42.024549,train,Infinity,100.0,NaN
-7.140692,41.580935,train,4.1537876384976118E18,100.0,1.0
-7.13289,41.850997,train,Infinity,100.0,NaN
-7.130265,41.941014,train,Infinity,100.0,NaN
-7.020803,41.578933,train,6.39880907276446E18,100.0,1.0
-7.018048,41.668949,train,Infinity,100.0,NaN
-7.015279,41.758963,train,Infinity,100.0,NaN
-6.900927,41.576806,train,Infinity,100.0,NaN
-6.895069,41.756823,train,Infinity,100.0,NaN
-6.889158,41.936833,train,Infinity,100.0,NaN
-6.777976,41.664556,train,Infinity,100.0,NaN
-6.774873,41.754557,train,Infinity,100.0,NaN
-6.651405,41.842157,train,1.6886809803366596E298,100.0,1.0
-6.648105,41.932146,train,2.4544083121957963E298,100.0,1.0
-6.53796,41.659663,train,2.4838662998937993E297,100.0,1.0
-6.527601,41.929613,train,1.6917709332929968E298,100.0,1.0
