x,y,species cloglog values
1842.0,1842.0,0.051943094
1843.0,1843.0,2.807869E-4
1844.0,1844.0,0.0031107112
1845.0,1845.0,0.0022388238
1846.0,1846.0,0.14157625
1847.0,1847.0,0.0053351144
1848.0,1848.0,0.91131324
1849.0,1849.0,0.0061594183
1850.0,1850.0,0.005490385
1851.0,1851.0,0.0016877486
1852.0,1852.0,0.0039759134
1853.0,1853.0,0.027353622
1854.0,1854.0,0.11981981
1855.0,1855.0,3.6780775E-4
1856.0,1856.0,0.15029639
1857.0,1857.0,0.0011376669
1858.0,1858.0,0.0075217737
1859.0,1859.0,0.47542682
1860.0,1860.0,0.026766255
1861.0,1861.0,0.30390784
1862.0,1862.0,0.08150553
1863.0,1863.0,0.0039348765
1864.0,1864.0,0.30355152
1865.0,1865.0,0.001888607
1866.0,1866.0,0.05659894
1867.0,1867.0,0.07586882
1868.0,1868.0,0.005884719
1869.0,1869.0,0.82454026
1870.0,1870.0,0.47656155
1871.0,1871.0,2.7890544E-4
1872.0,1872.0,0.0023373475
1873.0,1873.0,0.007916784
1874.0,1874.0,0.001696656
1875.0,1875.0,0.24720673
1876.0,1876.0,0.0029368682
1877.0,1877.0,3.6693932E-4
1878.0,1878.0,8.608098E-4
1879.0,1879.0,0.01195493
1880.0,1880.0,0.39002523
1881.0,1881.0,0.039587136
1882.0,1882.0,0.003846616
1883.0,1883.0,0.30973056
1884.0,1884.0,0.13297254
1885.0,1885.0,0.0070244065
1886.0,1886.0,0.0024366209
1887.0,1887.0,0.88179535
1888.0,1888.0,0.0069443434
1889.0,1889.0,0.014556319
1890.0,1890.0,4.240723E-4
1891.0,1891.0,0.0056383885
1892.0,1892.0,0.104795404
1893.0,1893.0,1.5923711E-4
1894.0,1894.0,8.209955E-5
1895.0,1895.0,0.004254788
1896.0,1896.0,0.06112825
1897.0,1897.0,0.0035794103
1898.0,1898.0,0.808381
1899.0,1899.0,2.0994683E-4
1900.0,1900.0,0.0010325501
1901.0,1901.0,0.9021766
1902.0,1902.0,0.034284532
1903.0,1903.0,0.05152327
1904.0,1904.0,0.023899632
1905.0,1905.0,0.0010683015
1906.0,1906.0,0.01922749
1907.0,1907.0,0.029619593
1908.0,1908.0,0.0010207621
1909.0,1909.0,0.92897207
1910.0,1910.0,0.114610694
1911.0,1911.0,0.70006543
1912.0,1912.0,9.0800726E-4
1913.0,1913.0,0.8685814
1914.0,1914.0,0.28036758
1915.0,1915.0,0.10863075
1916.0,1916.0,0.009552918
1917.0,1917.0,0.4998541
1918.0,1918.0,0.032867264
1919.0,1919.0,6.7801455E-5
1920.0,1920.0,0.009131425
1921.0,1921.0,0.18176976
1922.0,1922.0,0.002142475
1923.0,1923.0,0.06572134
1924.0,1924.0,0.04964766
1925.0,1925.0,0.18054202
1926.0,1926.0,1.4938769E-4
1927.0,1927.0,0.129781
1928.0,1928.0,0.22622481
1929.0,1929.0,3.1100196E-4
1930.0,1930.0,0.01741871
1931.0,1931.0,8.6152676E-4
1932.0,1932.0,0.46776894
1933.0,1933.0,0.19654481
1934.0,1934.0,0.002551962
1935.0,1935.0,0.001070542
1936.0,1936.0,0.0023176735
1937.0,1937.0,0.010387443
1938.0,1938.0,0.26531956
1939.0,1939.0,0.51129353
1940.0,1940.0,0.88407654
1941.0,1941.0,0.0011582295
1942.0,1942.0,0.008347523
1943.0,1943.0,0.0024136235
1944.0,1944.0,0.73643726
1945.0,1945.0,6.669728E-4
1946.0,1946.0,3.5268342E-4
1947.0,1947.0,0.0020020108
1948.0,1948.0,0.025173498
1949.0,1949.0,0.0031326793
1950.0,1950.0,0.0023357738
1951.0,1951.0,0.60919905
1952.0,1952.0,0.2900088
1953.0,1953.0,0.09308701
1954.0,1954.0,6.8846403E-4
1955.0,1955.0,0.09269498
1956.0,1956.0,0.050955024
1957.0,1957.0,0.13916904
1958.0,1958.0,0.0041201254
1959.0,1959.0,0.012890944
1960.0,1960.0,0.005800262
1961.0,1961.0,6.894368E-5
1962.0,1962.0,0.81110483
1963.0,1963.0,0.0016193861
1964.0,1964.0,0.14224337
1965.0,1965.0,0.021215633
1966.0,1966.0,0.011240581
1967.0,1967.0,0.016917545
1968.0,1968.0,0.044234414
1969.0,1969.0,0.22198851
1970.0,1970.0,0.0036610714
1971.0,1971.0,0.0011744709
1972.0,1972.0,0.009959863
1973.0,1973.0,0.1341035
1974.0,1974.0,2.9089977E-4
1975.0,1975.0,5.167664E-4
1976.0,1976.0,0.28370526
1977.0,1977.0,0.009222681
1978.0,1978.0,9.412216E-5
1979.0,1979.0,0.113229424
1980.0,1980.0,3.1275983E-4
1981.0,1981.0,0.1892651
1982.0,1982.0,0.0019955586
1983.0,1983.0,0.005971367
1984.0,1984.0,0.0016150342
1985.0,1985.0,0.06813114
1986.0,1986.0,0.007553852
1987.0,1987.0,0.066716224
1988.0,1988.0,0.17315072
1989.0,1989.0,2.8735996E-4
1990.0,1990.0,0.14564882
1991.0,1991.0,5.0079403E-4
1992.0,1992.0,0.45506757
1993.0,1993.0,0.004558003
1994.0,1994.0,0.023765234
1995.0,1995.0,0.1622074
1996.0,1996.0,0.05788373
1997.0,1997.0,0.26798502
1998.0,1998.0,0.0016475427
1999.0,1999.0,0.30639234
2000.0,2000.0,0.810856
2001.0,2001.0,0.78659445
2002.0,2002.0,0.069798894
2003.0,2003.0,0.02468112
2004.0,2004.0,0.13088182
2005.0,2005.0,0.008732867
2006.0,2006.0,8.821791E-4
2007.0,2007.0,7.2023855E-4
2008.0,2008.0,9.6307683E-4
2009.0,2009.0,0.013649795
2010.0,2010.0,0.7786304
2011.0,2011.0,3.2617722E-4
2012.0,2012.0,0.5449053
2013.0,2013.0,0.5989663
2014.0,2014.0,0.0016984474
2015.0,2015.0,0.010719866
2016.0,2016.0,0.70572734
2017.0,2017.0,0.0014960604
2018.0,2018.0,0.2673774
2019.0,2019.0,0.10287578
2020.0,2020.0,0.0025465558
2021.0,2021.0,0.0045801844
2022.0,2022.0,0.6404167
2023.0,2023.0,3.799251E-4
2024.0,2024.0,0.07283315
2025.0,2025.0,0.09191879
2026.0,2026.0,3.220923E-4
2027.0,2027.0,0.8308421
2028.0,2028.0,0.16828285
2029.0,2029.0,0.0075955573
2030.0,2030.0,0.028519616
2031.0,2031.0,0.13163583
2032.0,2032.0,0.0067185545
2033.0,2033.0,0.029981336
2034.0,2034.0,0.2929388
2035.0,2035.0,0.0236185
2036.0,2036.0,0.21537994
2037.0,2037.0,0.02137033
2038.0,2038.0,0.0049680006
2039.0,2039.0,0.91656333
2040.0,2040.0,0.0016367752
2041.0,2041.0,0.001654242
2042.0,2042.0,3.595377E-4
2043.0,2043.0,0.005157769
2044.0,2044.0,0.0028860504
2045.0,2045.0,7.3974696E-4
2046.0,2046.0,0.003686999
2047.0,2047.0,0.72609025
2048.0,2048.0,0.006036529
2049.0,2049.0,0.0013541026
2050.0,2050.0,0.0141912075
2051.0,2051.0,0.011780748
2052.0,2052.0,0.0057314266
2053.0,2053.0,0.0042393794
2054.0,2054.0,0.111965835
2055.0,2055.0,0.005049485
2056.0,2056.0,0.13822365
2057.0,2057.0,0.422341
2058.0,2058.0,0.18298696
2059.0,2059.0,0.13949616
2060.0,2060.0,2.3094659E-4
2061.0,2061.0,1.9510926E-4
2062.0,2062.0,0.26326734
2063.0,2063.0,0.108427346
2064.0,2064.0,0.0036241394
2065.0,2065.0,0.82888144
2066.0,2066.0,0.05771865
2067.0,2067.0,1.713789E-4
2068.0,2068.0,0.057024475
2069.0,2069.0,0.6890024
2070.0,2070.0,6.4381165E-4
2071.0,2071.0,0.00786297
2072.0,2072.0,0.022889711
2073.0,2073.0,0.1479924
2074.0,2074.0,0.09972081
2075.0,2075.0,0.34094045
2076.0,2076.0,0.12908167
2077.0,2077.0,0.10480998
2078.0,2078.0,0.09615238
2079.0,2079.0,0.006016237
2080.0,2080.0,0.07828263
2081.0,2081.0,0.02705385
2082.0,2082.0,8.366833E-5
2083.0,2083.0,0.0011263398
2084.0,2084.0,0.0037663388
2085.0,2085.0,0.012095326
2086.0,2086.0,0.092725135
2087.0,2087.0,0.08622325
2088.0,2088.0,7.6665246E-4
2089.0,2089.0,0.003751576
2090.0,2090.0,0.5085728
2091.0,2091.0,0.20644395
2092.0,2092.0,0.018010981
2093.0,2093.0,0.004400607
2094.0,2094.0,0.6928739
2095.0,2095.0,7.2463905E-4
2096.0,2096.0,0.0032826622
2097.0,2097.0,3.1777142E-4
2098.0,2098.0,0.23053223
2099.0,2099.0,0.22492327
2100.0,2100.0,0.006418496
2101.0,2101.0,0.0069301235
2102.0,2102.0,1.07105356E-4
2103.0,2103.0,0.2432756
2104.0,2104.0,7.874803E-4
2105.0,2105.0,0.712698
2106.0,2106.0,0.0016526489
2107.0,2107.0,6.713927E-4
2108.0,2108.0,0.013044535
2109.0,2109.0,0.17808148
2110.0,2110.0,0.24812941
2111.0,2111.0,0.010244057
2112.0,2112.0,0.0111995675
2113.0,2113.0,0.12582414
2114.0,2114.0,0.2726599
2115.0,2115.0,0.022226552
2116.0,2116.0,4.7752308E-4
2117.0,2117.0,0.14397082
2118.0,2118.0,0.0031988684
2119.0,2119.0,7.115527E-4
2120.0,2120.0,0.21517566
2121.0,2121.0,0.008956488
2122.0,2122.0,0.17298657
2123.0,2123.0,0.00121109
2124.0,2124.0,4.7391924E-4
2125.0,2125.0,0.0016440268
2126.0,2126.0,0.13163003
2127.0,2127.0,0.45537186
2128.0,2128.0,0.46879673
2129.0,2129.0,0.0016217125
2130.0,2130.0,0.088642985
2131.0,2131.0,0.05658094
2132.0,2132.0,2.5439708E-4
2133.0,2133.0,6.948282E-4
2134.0,2134.0,0.8197961
2135.0,2135.0,0.04904266
2136.0,2136.0,0.015518872
2137.0,2137.0,3.3434614E-4
2138.0,2138.0,0.16063605
2139.0,2139.0,0.0018088788
2140.0,2140.0,1.8517041E-4
2141.0,2141.0,0.0068375985
2142.0,2142.0,8.070765E-4
2143.0,2143.0,0.0022402809
2144.0,2144.0,1.4347004E-4
2145.0,2145.0,0.11336998
2146.0,2146.0,0.00478991
2147.0,2147.0,2.2676805E-4
2148.0,2148.0,0.0066476003
2149.0,2149.0,0.062338386
2150.0,2150.0,2.2746944E-4
2151.0,2151.0,0.12723069
2152.0,2152.0,0.2160777
2153.0,2153.0,0.13174301
2154.0,2154.0,0.23712607
2155.0,2155.0,0.0031594224
2156.0,2156.0,0.002357017
2157.0,2157.0,0.2480737
2158.0,2158.0,0.1980587
2159.0,2159.0,0.20725206
2160.0,2160.0,0.0016628996
2161.0,2161.0,5.1334454E-4
2162.0,2162.0,0.007973873
2163.0,2163.0,0.1942603
2164.0,2164.0,5.1484985E-4
2165.0,2165.0,0.0043073096
2166.0,2166.0,0.18934685
2167.0,2167.0,0.0012507071
2168.0,2168.0,0.021447103
2169.0,2169.0,0.3059444
2170.0,2170.0,0.08505063
2171.0,2171.0,0.050944217
2172.0,2172.0,0.008137621
2173.0,2173.0,0.69625366
2174.0,2174.0,0.65217495
2175.0,2175.0,0.17711216
2176.0,2176.0,0.103345774
2177.0,2177.0,1.5622491E-4
2178.0,2178.0,0.1738623
2179.0,2179.0,0.32230893
2180.0,2180.0,0.0027796591
2181.0,2181.0,0.83592236
2182.0,2182.0,5.46331E-4
2183.0,2183.0,2.0638925E-4
2184.0,2184.0,0.01072051
2185.0,2185.0,1.05530735E-5
2186.0,2186.0,0.031628866
2187.0,2187.0,0.1317366
2188.0,2188.0,0.023248568
2189.0,2189.0,0.038291577
2190.0,2190.0,0.0057547544
2191.0,2191.0,0.0011283319
2192.0,2192.0,0.18956988
2193.0,2193.0,4.370169E-4
2194.0,2194.0,0.81252956
2195.0,2195.0,0.036942706
2196.0,2196.0,0.039808642
2197.0,2197.0,0.35715878
2198.0,2198.0,0.18857433
2199.0,2199.0,0.16457067
2200.0,2200.0,6.715438E-4
2201.0,2201.0,0.009889807
2202.0,2202.0,0.007610832
2203.0,2203.0,0.15684454
2204.0,2204.0,0.0035783143
2205.0,2205.0,0.0010596962
2206.0,2206.0,0.08968491
2207.0,2207.0,0.01077173
2208.0,2208.0,0.5658463
2209.0,2209.0,2.91836E-4
2210.0,2210.0,0.0012355368
2211.0,2211.0,0.20099269
2212.0,2212.0,0.0045666713
2213.0,2213.0,3.8453125E-4
2214.0,2214.0,0.13541041
2215.0,2215.0,0.004192206
2216.0,2216.0,0.030170288
2217.0,2217.0,2.5032167E-4
2218.0,2218.0,0.13121338
2219.0,2219.0,0.1938395
2220.0,2220.0,0.007877474
2221.0,2221.0,0.23823564
2222.0,2222.0,0.5112911
2223.0,2223.0,0.0012661361
2224.0,2224.0,0.04635736
2225.0,2225.0,0.0029487782
2226.0,2226.0,0.0018211004
2227.0,2227.0,0.028534668
2228.0,2228.0,0.06868072
2229.0,2229.0,0.028155468
2230.0,2230.0,0.8235409
2231.0,2231.0,5.30487E-4
2232.0,2232.0,0.0015772079
2233.0,2233.0,0.122403525
2234.0,2234.0,0.0022437512
2235.0,2235.0,0.0060088425
2236.0,2236.0,0.0026968291
2237.0,2237.0,0.08270287
2238.0,2238.0,0.12484023
2239.0,2239.0,0.0756916
2240.0,2240.0,0.098186426
2241.0,2241.0,0.2544706
2242.0,2242.0,0.12311443
2243.0,2243.0,0.15808481
2244.0,2244.0,1.8345802E-4
2245.0,2245.0,0.14268817
2246.0,2246.0,0.0013288949
2247.0,2247.0,0.1385926
2248.0,2248.0,5.328946E-4
2249.0,2249.0,1.4493111E-4
2250.0,2250.0,0.17612064
2251.0,2251.0,0.005753946
2252.0,2252.0,0.018031158
2253.0,2253.0,0.021935547
2254.0,2254.0,1.4826834E-4
2255.0,2255.0,0.021024508
2256.0,2256.0,0.004047121
2257.0,2257.0,1.3582365E-4
2258.0,2258.0,0.081171446
2259.0,2259.0,0.0017574322
2260.0,2260.0,0.026435377
2261.0,2261.0,0.022524716
2262.0,2262.0,0.0072835567
2263.0,2263.0,0.053459898
2264.0,2264.0,0.12232707
2265.0,2265.0,2.7337924E-4
2266.0,2266.0,0.011209778
2267.0,2267.0,0.0028246979
2268.0,2268.0,7.0724974E-4
2269.0,2269.0,0.56326944
2270.0,2270.0,5.717775E-4
2271.0,2271.0,0.11838475
2272.0,2272.0,0.2117407
2273.0,2273.0,0.7981684
2274.0,2274.0,0.0075803674
2275.0,2275.0,0.0017419704
2276.0,2276.0,2.4371421E-4
2277.0,2277.0,8.4387505E-4
2278.0,2278.0,0.44361955
2279.0,2279.0,0.44562346
2280.0,2280.0,0.26052693
2281.0,2281.0,0.0036219114
2282.0,2282.0,0.0010928938
2283.0,2283.0,0.3326241
2284.0,2284.0,0.33597368
2285.0,2285.0,0.014386647
2286.0,2286.0,0.17783107
2287.0,2287.0,0.11612217
2288.0,2288.0,0.25489342
2289.0,2289.0,0.8735487
2290.0,2290.0,0.5048475
2291.0,2291.0,0.66017455
2292.0,2292.0,6.3566345E-4
2293.0,2293.0,0.0010366853
2294.0,2294.0,0.0015794694
2295.0,2295.0,0.004969386
2296.0,2296.0,0.014469671
2297.0,2297.0,0.12520412
2298.0,2298.0,0.15638912
2299.0,2299.0,7.2530896E-4
2300.0,2300.0,0.15039851
2301.0,2301.0,0.018122666
2302.0,2302.0,0.6203652
2303.0,2303.0,0.08543403
2304.0,2304.0,0.019851204
2305.0,2305.0,0.006010343
2306.0,2306.0,0.0986134
2307.0,2307.0,0.002984447
2308.0,2308.0,8.97981E-4
2309.0,2309.0,0.160579
2310.0,2310.0,0.0058584027
2311.0,2311.0,4.9666484E-4
2312.0,2312.0,5.4812204E-4
2313.0,2313.0,0.09981801
2314.0,2314.0,0.0149956895
2315.0,2315.0,0.31114185
2316.0,2316.0,0.08001696
2317.0,2317.0,0.18946263
2318.0,2318.0,0.003675512
2319.0,2319.0,0.010275175
2320.0,2320.0,0.1948539
2321.0,2321.0,0.7472134
2322.0,2322.0,0.013037793
2323.0,2323.0,0.06953961
2324.0,2324.0,0.20208472
2325.0,2325.0,0.0035135574
2326.0,2326.0,0.0015955869
2327.0,2327.0,0.15519725
2328.0,2328.0,2.275588E-4
2329.0,2329.0,0.6000662
2330.0,2330.0,0.0162249
2331.0,2331.0,0.1822973
2332.0,2332.0,0.0105245365
2333.0,2333.0,0.015554751
2334.0,2334.0,0.0029364368
2335.0,2335.0,0.08089045
2336.0,2336.0,0.030467117
2337.0,2337.0,0.40282816
2338.0,2338.0,4.3938524E-4
2339.0,2339.0,0.008388166
2340.0,2340.0,0.1519618
2341.0,2341.0,0.0027023894
2342.0,2342.0,0.21945365
2343.0,2343.0,0.004529122
2344.0,2344.0,0.0029526898
2345.0,2345.0,0.06269201
2346.0,2346.0,0.091156945
2347.0,2347.0,0.16618484
2348.0,2348.0,8.356712E-4
2349.0,2349.0,0.18265998
2350.0,2350.0,0.00840691
2351.0,2351.0,0.08431529
2352.0,2352.0,0.013474833
2353.0,2353.0,0.08698634
2354.0,2354.0,0.9206737
2355.0,2355.0,0.19926494
2356.0,2356.0,1.4352523E-5
2357.0,2357.0,2.3949385E-4
2358.0,2358.0,0.01128649
2359.0,2359.0,0.6993086
2360.0,2360.0,0.061368175
2361.0,2361.0,0.0137322275
2362.0,2362.0,0.838937
2363.0,2363.0,0.0060713296
2364.0,2364.0,0.002134622
2365.0,2365.0,3.5082783E-5
2366.0,2366.0,0.20523195
2367.0,2367.0,0.6526232
2368.0,2368.0,0.005774575
2369.0,2369.0,0.10899763
2370.0,2370.0,0.0091447625
2371.0,2371.0,6.2667724E-4
2372.0,2372.0,5.8706668E-5
2373.0,2373.0,0.49450535
2374.0,2374.0,0.013863986
2375.0,2375.0,0.048543766
2376.0,2376.0,0.0011960274
2377.0,2377.0,0.7440809
2378.0,2378.0,0.0012691282
2379.0,2379.0,0.19322716
2380.0,2380.0,0.108950906
2381.0,2381.0,8.551302E-4
2382.0,2382.0,0.8423009
2383.0,2383.0,0.003397756
2384.0,2384.0,2.1729693E-5
2385.0,2385.0,0.0013059175
2386.0,2386.0,0.13690932
2387.0,2387.0,0.03282298
2388.0,2388.0,7.863163E-4
2389.0,2389.0,0.06849625
2390.0,2390.0,0.011166008
2391.0,2391.0,0.012224682
2392.0,2392.0,3.2208662E-4
2393.0,2393.0,8.9218817E-4
2394.0,2394.0,0.40124312
2395.0,2395.0,6.565908E-4
2396.0,2396.0,0.0028128347
2397.0,2397.0,0.51840377
2398.0,2398.0,0.084585235
2399.0,2399.0,0.11267145
2400.0,2400.0,0.24025148
2401.0,2401.0,0.006509578
2402.0,2402.0,0.004983672
2403.0,2403.0,0.6763257
2404.0,2404.0,0.6266376
2405.0,2405.0,0.85763925
2406.0,2406.0,7.943655E-4
2407.0,2407.0,0.8907963
2408.0,2408.0,0.7315022
2409.0,2409.0,0.02736658
2410.0,2410.0,0.1106619
2411.0,2411.0,0.0022449517
2412.0,2412.0,5.810398E-4
2413.0,2413.0,2.005464E-4
2414.0,2414.0,0.18473166
2415.0,2415.0,5.2082486E-4
2416.0,2416.0,0.21840295
2417.0,2417.0,0.008373927
2418.0,2418.0,0.031728767
2419.0,2419.0,0.82126445
2420.0,2420.0,0.094897315
2421.0,2421.0,9.2451446E-5
2422.0,2422.0,2.3217854E-4
2423.0,2423.0,0.26262423
2424.0,2424.0,0.00829845
2425.0,2425.0,0.021232868
2426.0,2426.0,0.6424335
2427.0,2427.0,0.0047701993
2428.0,2428.0,0.005056725
2429.0,2429.0,0.18342836
2430.0,2430.0,0.3881062
2431.0,2431.0,0.0052594943
2432.0,2432.0,0.0045898263
2433.0,2433.0,0.23706469
2434.0,2434.0,0.07546359
2435.0,2435.0,8.4202824E-4
2436.0,2436.0,0.002158698
2437.0,2437.0,6.4112636E-4
2438.0,2438.0,4.1300943E-4
2439.0,2439.0,2.9247915E-4
2440.0,2440.0,0.0677615
2441.0,2441.0,0.01766709
2442.0,2442.0,0.010554362
2443.0,2443.0,0.12220392
2444.0,2444.0,0.04228672
2445.0,2445.0,0.23337325
2446.0,2446.0,0.04078956
2447.0,2447.0,4.3252838E-4
2448.0,2448.0,0.0014451614
2449.0,2449.0,0.0011516401
2450.0,2450.0,0.7222842
2451.0,2451.0,5.8882026E-4
2452.0,2452.0,0.920976
2453.0,2453.0,0.16372387
2454.0,2454.0,0.003538077
2455.0,2455.0,0.013514263
2456.0,2456.0,3.291028E-4
2457.0,2457.0,5.3706527E-4
2458.0,2458.0,3.5344853E-4
2459.0,2459.0,7.4842083E-4
2460.0,2460.0,0.0126269255
2461.0,2461.0,0.008194563
2462.0,2462.0,2.5906492E-4
2463.0,2463.0,0.0056331316
2464.0,2464.0,1.1840071E-4
2465.0,2465.0,0.0014229765
2466.0,2466.0,0.014685251
2467.0,2467.0,5.0033064E-4
2468.0,2468.0,1.1457503E-4
2469.0,2469.0,0.1868251
2470.0,2470.0,0.021033581
2471.0,2471.0,0.8043201
2472.0,2472.0,0.030216161
2473.0,2473.0,0.18315387
2474.0,2474.0,0.16346395
2475.0,2475.0,6.969336E-4
2476.0,2476.0,0.005049858
2477.0,2477.0,0.008389741
2478.0,2478.0,0.18146592
2479.0,2479.0,8.753809E-4
2480.0,2480.0,7.021343E-4
2481.0,2481.0,5.6061964E-4
2482.0,2482.0,0.84321505
2483.0,2483.0,0.2184726
2484.0,2484.0,0.28263888
2485.0,2485.0,0.21249111
2486.0,2486.0,0.029047767
2487.0,2487.0,0.005733296
2488.0,2488.0,0.00135038
2489.0,2489.0,9.682335E-4
2490.0,2490.0,0.046957094
2491.0,2491.0,0.002139036
2492.0,2492.0,0.06553387
2493.0,2493.0,0.64822185
2494.0,2494.0,1.04345774E-4
2495.0,2495.0,3.3571057E-5
2496.0,2496.0,0.14326291
2497.0,2497.0,0.0797478
2498.0,2498.0,0.008231282
2499.0,2499.0,0.061471295
2500.0,2500.0,0.7963738
2501.0,2501.0,0.019134011
2502.0,2502.0,0.015518312
2503.0,2503.0,1.0813663E-4
2504.0,2504.0,0.05031097
2505.0,2505.0,0.21462579
2506.0,2506.0,0.044260237
2507.0,2507.0,5.4926804E-4
2508.0,2508.0,0.3701073
2509.0,2509.0,0.22635454
2510.0,2510.0,0.002876806
2511.0,2511.0,0.77788484
2512.0,2512.0,4.5973717E-4
2513.0,2513.0,0.00883898
2514.0,2514.0,0.2218628
2515.0,2515.0,0.0035294457
2516.0,2516.0,0.40311348
2517.0,2517.0,0.20107488
2518.0,2518.0,0.8677227
2519.0,2519.0,0.0029926219
2520.0,2520.0,0.18455479
2521.0,2521.0,0.0067185713
2522.0,2522.0,9.348478E-4
2523.0,2523.0,0.82681257
2524.0,2524.0,0.5412309
2525.0,2525.0,0.008649817
2526.0,2526.0,0.012027716
2527.0,2527.0,0.008531977
2528.0,2528.0,0.18449132
2529.0,2529.0,0.8271124
2530.0,2530.0,3.845451E-4
2531.0,2531.0,0.81741357
2532.0,2532.0,6.748545E-5
2533.0,2533.0,6.1592704E-4
2534.0,2534.0,0.0656903
2535.0,2535.0,0.06581759
2536.0,2536.0,0.0025091085
2537.0,2537.0,0.031768
2538.0,2538.0,0.1815199
2539.0,2539.0,0.2098794
2540.0,2540.0,0.024816683
2541.0,2541.0,0.0049546673
2542.0,2542.0,0.0054069264
2543.0,2543.0,0.027384263
2544.0,2544.0,0.023276098
2545.0,2545.0,0.16818842
2546.0,2546.0,0.0027406896
2547.0,2547.0,0.0028862765
2548.0,2548.0,0.029862348
2549.0,2549.0,0.066937044
2550.0,2550.0,0.0014186936
2551.0,2551.0,5.6993065E-4
2552.0,2552.0,3.434732E-4
2553.0,2553.0,0.0042689415
2554.0,2554.0,0.07565578
2555.0,2555.0,2.3885538E-4
2556.0,2556.0,3.592157E-4
2557.0,2557.0,0.0571902
2558.0,2558.0,0.15115882
2559.0,2559.0,0.048813455
2560.0,2560.0,0.005166804
2561.0,2561.0,0.10771014
2562.0,2562.0,0.22370082
2563.0,2563.0,3.2083693E-4
2564.0,2564.0,0.0045934105
2565.0,2565.0,5.3005095E-4
2566.0,2566.0,0.40148476
2567.0,2567.0,0.06630101
2568.0,2568.0,0.010963973
2569.0,2569.0,0.11741198
2570.0,2570.0,0.021802826
2571.0,2571.0,0.005751981
2572.0,2572.0,9.077486E-4
2573.0,2573.0,0.02434057
2574.0,2574.0,1.8765306E-4
2575.0,2575.0,0.6583443
2576.0,2576.0,6.6467194E-4
2577.0,2577.0,0.13418747
2578.0,2578.0,8.675135E-6
2579.0,2579.0,0.4582801
2580.0,2580.0,0.0059060985
2581.0,2581.0,0.006300921
2582.0,2582.0,0.8443878
2583.0,2583.0,0.014925843
2584.0,2584.0,0.04239945
2585.0,2585.0,0.005706491
2586.0,2586.0,8.2844874E-4
2587.0,2587.0,0.23888393
2588.0,2588.0,0.0015916236
2589.0,2589.0,0.0052297423
2590.0,2590.0,0.19581285
2591.0,2591.0,0.072013
2592.0,2592.0,6.4051856E-4
2593.0,2593.0,2.8394803E-4
2594.0,2594.0,0.512374
2595.0,2595.0,8.032453E-6
2596.0,2596.0,0.0018073015
2597.0,2597.0,0.0024515474
2598.0,2598.0,0.0011267322
2599.0,2599.0,0.726042
2600.0,2600.0,9.0019504E-4
2601.0,2601.0,5.257125E-4
2602.0,2602.0,0.42770648
2603.0,2603.0,0.43762478
2604.0,2604.0,0.8350014
2605.0,2605.0,0.08753019
2606.0,2606.0,0.0010229793
2607.0,2607.0,3.6224083E-4
2608.0,2608.0,7.543373E-4
2609.0,2609.0,3.9490606E-4
2610.0,2610.0,0.0014122877
2611.0,2611.0,0.21616709
2612.0,2612.0,1.5845365E-4
2613.0,2613.0,0.01755289
2614.0,2614.0,0.22197235
2615.0,2615.0,0.109908886
2616.0,2616.0,2.4159391E-4
2617.0,2617.0,0.0022967057
2618.0,2618.0,0.02007022
2619.0,2619.0,5.160452E-4
2620.0,2620.0,0.0025835999
2621.0,2621.0,0.0019842451
2622.0,2622.0,0.26546007
2623.0,2623.0,9.468467E-4
2624.0,2624.0,0.004943688
2625.0,2625.0,0.019713547
2626.0,2626.0,0.58588225
2627.0,2627.0,0.48337153
2628.0,2628.0,0.0320638
2629.0,2629.0,0.0072571896
2630.0,2630.0,7.649916E-4
2631.0,2631.0,0.23188967
2632.0,2632.0,0.8312213
2633.0,2633.0,0.012653953
2634.0,2634.0,0.10631552
2635.0,2635.0,0.7570885
2636.0,2636.0,2.3051769E-4
2637.0,2637.0,0.0063621565
2638.0,2638.0,2.3882987E-4
2639.0,2639.0,0.1865621
2640.0,2640.0,0.0021099015
2641.0,2641.0,4.1551868E-4
2642.0,2642.0,0.3534798
2643.0,2643.0,0.25045142
2644.0,2644.0,0.81313896
2645.0,2645.0,3.9740156E-5
2646.0,2646.0,0.097832285
2647.0,2647.0,0.0017967441
2648.0,2648.0,0.00535038
2649.0,2649.0,6.669641E-5
2650.0,2650.0,0.008036036
2651.0,2651.0,0.16960683
2652.0,2652.0,0.6917487
2653.0,2653.0,0.21976781
2654.0,2654.0,0.01967609
2655.0,2655.0,0.12680122
2656.0,2656.0,3.949943E-5
2657.0,2657.0,0.0012061016
2658.0,2658.0,0.0032348384
2659.0,2659.0,6.3675205E-4
2660.0,2660.0,5.5539655E-4
2661.0,2661.0,9.1834756E-4
2662.0,2662.0,0.005548883
2663.0,2663.0,0.004461486
2664.0,2664.0,0.0051092105
2665.0,2665.0,0.14602804
2666.0,2666.0,0.13564098
2667.0,2667.0,0.046440993
2668.0,2668.0,0.014875928
2669.0,2669.0,0.0028409713
2670.0,2670.0,0.001961986
2671.0,2671.0,5.868507E-4
2672.0,2672.0,0.0012228247
2673.0,2673.0,0.33595136
2674.0,2674.0,0.001007027
2675.0,2675.0,0.0011424273
2676.0,2676.0,0.0027792493
2677.0,2677.0,0.30491075
2678.0,2678.0,0.0020240934
2679.0,2679.0,0.4099704
