x,y,species cloglog values
4163.0,4163.0,0.18214488
4164.0,4164.0,0.7473865
4165.0,4165.0,0.064681426
4166.0,4166.0,0.0028268704
4167.0,4167.0,0.727166
4168.0,4168.0,0.053408217
4169.0,4169.0,0.0034106942
4170.0,4170.0,8.1701874E-4
4171.0,4171.0,0.19120099
4172.0,4172.0,0.0011297433
4173.0,4173.0,0.010799287
4174.0,4174.0,0.029002002
4175.0,4175.0,0.0024484536
4176.0,4176.0,8.813744E-4
4177.0,4177.0,0.0812637
4178.0,4178.0,2.1690057E-5
4179.0,4179.0,0.12524667
4180.0,4180.0,0.0021402976
4181.0,4181.0,0.01587596
4182.0,4182.0,0.8654651
4183.0,4183.0,0.0020541577
4184.0,4184.0,0.011930539
4185.0,4185.0,0.0015903849
4186.0,4186.0,0.032324027
4187.0,4187.0,0.017342836
4188.0,4188.0,0.0050815316
4189.0,4189.0,0.13900721
4190.0,4190.0,0.27049634
4191.0,4191.0,0.015485121
4192.0,4192.0,0.2063689
4193.0,4193.0,1.6388569E-4
4194.0,4194.0,0.1702651
4195.0,4195.0,0.006629633
4196.0,4196.0,4.6009143E-4
4197.0,4197.0,0.0076116845
4198.0,4198.0,0.009295726
4199.0,4199.0,2.94114E-4
4200.0,4200.0,0.50663453
4201.0,4201.0,0.03213534
4202.0,4202.0,0.024341429
4203.0,4203.0,0.52186346
4204.0,4204.0,0.80611414
4205.0,4205.0,0.0015932149
4206.0,4206.0,0.015436163
4207.0,4207.0,0.007022802
4208.0,4208.0,0.0028032179
4209.0,4209.0,0.1015279
4210.0,4210.0,5.4521835E-4
4211.0,4211.0,0.001061909
4212.0,4212.0,0.0043093734
4213.0,4213.0,0.27751684
4214.0,4214.0,2.6015702E-4
4215.0,4215.0,0.17412776
4216.0,4216.0,2.509299E-4
4217.0,4217.0,0.23421866
4218.0,4218.0,4.728145E-4
4219.0,4219.0,0.013515589
4220.0,4220.0,3.837271E-5
4221.0,4221.0,2.8761111E-5
4222.0,4222.0,4.0940382E-4
4223.0,4223.0,0.04453305
4224.0,4224.0,0.011224838
4225.0,4225.0,0.41729182
4226.0,4226.0,0.41364267
4227.0,4227.0,0.01031102
4228.0,4228.0,4.7079162E-4
4229.0,4229.0,0.48679757
4230.0,4230.0,0.7923083
4231.0,4231.0,0.0018072736
4232.0,4232.0,0.018903174
4233.0,4233.0,3.2649224E-4
4234.0,4234.0,0.7819752
4235.0,4235.0,0.09785781
4236.0,4236.0,0.7827011
4237.0,4237.0,0.008153281
4238.0,4238.0,0.08240598
4239.0,4239.0,0.0176625
4240.0,4240.0,0.022738427
4241.0,4241.0,0.1975914
4242.0,4242.0,0.48089156
4243.0,4243.0,0.18178327
4244.0,4244.0,0.21563397
4245.0,4245.0,6.222717E-5
4246.0,4246.0,7.0911186E-4
4247.0,4247.0,0.090701394
4248.0,4248.0,0.20675497
4249.0,4249.0,0.004230033
4250.0,4250.0,0.0020248832
4251.0,4251.0,3.2927238E-4
4252.0,4252.0,0.33654752
4253.0,4253.0,0.6603324
4254.0,4254.0,4.5379793E-4
4255.0,4255.0,0.017672095
4256.0,4256.0,0.0026501957
4257.0,4257.0,7.5472775E-4
4258.0,4258.0,0.047635302
4259.0,4259.0,0.38019228
4260.0,4260.0,0.15685746
4261.0,4261.0,6.663841E-4
4262.0,4262.0,0.26100928
4263.0,4263.0,0.15699597
4264.0,4264.0,0.24021818
4265.0,4265.0,0.14106478
4266.0,4266.0,0.013269156
4267.0,4267.0,0.0013600154
4268.0,4268.0,0.031144114
4269.0,4269.0,0.28708798
4270.0,4270.0,0.005699616
4271.0,4271.0,1.9608295E-4
4272.0,4272.0,3.694599E-4
4273.0,4273.0,0.62922066
4274.0,4274.0,0.20884264
4275.0,4275.0,0.8865585
4276.0,4276.0,0.03344516
4277.0,4277.0,0.19288355
4278.0,4278.0,0.42519197
4279.0,4279.0,0.10420757
4280.0,4280.0,0.25010982
4281.0,4281.0,0.0015544702
4282.0,4282.0,0.0046354085
4283.0,4283.0,0.0038727827
4284.0,4284.0,7.2659523E-4
4285.0,4285.0,0.118053235
4286.0,4286.0,7.4939424E-4
4287.0,4287.0,0.30986622
4288.0,4288.0,0.7718522
4289.0,4289.0,0.001380985
4290.0,4290.0,0.18147187
4291.0,4291.0,7.692639E-4
4292.0,4292.0,0.011344141
4293.0,4293.0,0.0018597468
4294.0,4294.0,0.020090103
4295.0,4295.0,4.819941E-5
4296.0,4296.0,0.009193574
4297.0,4297.0,0.0018658618
4298.0,4298.0,0.0028087518
4299.0,4299.0,0.10151319
4300.0,4300.0,0.12454674
4301.0,4301.0,0.8537067
4302.0,4302.0,0.0082458425
4303.0,4303.0,0.026976611
4304.0,4304.0,0.050462313
4305.0,4305.0,0.33431152
4306.0,4306.0,0.06447297
4307.0,4307.0,2.0669383E-4
4308.0,4308.0,7.613748E-4
4309.0,4309.0,6.5412495E-4
4310.0,4310.0,0.019772753
4311.0,4311.0,3.1363853E-4
4312.0,4312.0,0.06333616
4313.0,4313.0,0.26087317
4314.0,4314.0,0.13055277
4315.0,4315.0,0.0052198367
4316.0,4316.0,0.00810912
4317.0,4317.0,2.2160451E-4
4318.0,4318.0,3.0775656E-4
4319.0,4319.0,0.04074348
4320.0,4320.0,0.24774338
4321.0,4321.0,0.17544578
4322.0,4322.0,0.16867547
4323.0,4323.0,0.01891272
4324.0,4324.0,0.015501701
4325.0,4325.0,0.0010117887
4326.0,4326.0,0.018684695
4327.0,4327.0,0.0114980005
4328.0,4328.0,6.500607E-4
4329.0,4329.0,0.036042716
4330.0,4330.0,0.012169064
4331.0,4331.0,0.0062260884
4332.0,4332.0,0.045992594
4333.0,4333.0,0.0011522943
4334.0,4334.0,0.003624056
4335.0,4335.0,0.001130418
4336.0,4336.0,0.019685213
4337.0,4337.0,0.01892121
4338.0,4338.0,1.3244346E-4
4339.0,4339.0,0.0020381075
4340.0,4340.0,0.699394
4341.0,4341.0,0.0011867324
4342.0,4342.0,0.06361773
4343.0,4343.0,0.005055783
4344.0,4344.0,4.1662666E-4
4345.0,4345.0,0.15627423
4346.0,4346.0,0.16229178
4347.0,4347.0,0.2036321
4348.0,4348.0,0.022666363
4349.0,4349.0,0.085562155
4350.0,4350.0,0.84594023
4351.0,4351.0,0.008903389
4352.0,4352.0,8.148036E-4
4353.0,4353.0,6.77222E-4
4354.0,4354.0,0.050706916
4355.0,4355.0,6.6959445E-4
4356.0,4356.0,0.007291741
4357.0,4357.0,0.5373992
4358.0,4358.0,0.0011903368
4359.0,4359.0,0.07223034
4360.0,4360.0,0.0015101694
4361.0,4361.0,0.010472713
4362.0,4362.0,0.20742075
4363.0,4363.0,0.0050534327
4364.0,4364.0,0.0015012203
4365.0,4365.0,0.09817937
4366.0,4366.0,0.4782049
4367.0,4367.0,0.14988013
4368.0,4368.0,0.0011602107
4369.0,4369.0,0.009950815
4370.0,4370.0,0.001197307
4371.0,4371.0,6.203092E-5
4372.0,4372.0,0.008249968
4373.0,4373.0,0.4011796
4374.0,4374.0,0.0017925241
4375.0,4375.0,0.26078314
4376.0,4376.0,0.0014262175
4377.0,4377.0,0.034064725
4378.0,4378.0,0.046371784
4379.0,4379.0,7.2500185E-4
4380.0,4380.0,0.2197252
4381.0,4381.0,0.0063999724
4382.0,4382.0,3.7801033E-4
4383.0,4383.0,0.04722518
4384.0,4384.0,0.17391685
4385.0,4385.0,0.006391956
4386.0,4386.0,0.38898796
4387.0,4387.0,6.8979774E-4
4388.0,4388.0,0.19573288
4389.0,4389.0,0.06445804
4390.0,4390.0,0.12181332
4391.0,4391.0,0.0021478806
4392.0,4392.0,0.030467803
4393.0,4393.0,0.00598581
4394.0,4394.0,0.040261164
4395.0,4395.0,0.0033919176
4396.0,4396.0,0.070157826
4397.0,4397.0,0.00321237
4398.0,4398.0,0.21539979
4399.0,4399.0,0.13283935
4400.0,4400.0,0.03383969
4401.0,4401.0,0.7897944
4402.0,4402.0,0.001389541
4403.0,4403.0,0.05557347
4404.0,4404.0,0.17443475
4405.0,4405.0,0.11225535
4406.0,4406.0,4.0110096E-4
4407.0,4407.0,0.81894135
4408.0,4408.0,0.023731755
4409.0,4409.0,0.16757193
4410.0,4410.0,0.24462748
4411.0,4411.0,1.3726E-4
4412.0,4412.0,0.0050178524
4413.0,4413.0,0.0044941595
4414.0,4414.0,0.020476641
4415.0,4415.0,0.1666755
4416.0,4416.0,0.17449152
4417.0,4417.0,3.477861E-4
4418.0,4418.0,4.5969142E-4
4419.0,4419.0,0.00258653
4420.0,4420.0,0.54784083
4421.0,4421.0,6.064616E-4
4422.0,4422.0,0.001035372
4423.0,4423.0,0.011513269
4424.0,4424.0,0.12101794
4425.0,4425.0,0.065469876
4426.0,4426.0,0.017696591
4427.0,4427.0,0.0054365546
4428.0,4428.0,0.0175373
4429.0,4429.0,0.39411694
4430.0,4430.0,0.12929563
4431.0,4431.0,0.010660026
4432.0,4432.0,0.0023698572
4433.0,4433.0,0.12353068
4434.0,4434.0,0.0034256778
4435.0,4435.0,0.022075493
4436.0,4436.0,0.010699647
4437.0,4437.0,4.7538016E-4
4438.0,4438.0,1.5233501E-4
4439.0,4439.0,0.003005325
4440.0,4440.0,0.40431938
4441.0,4441.0,0.17289203
4442.0,4442.0,3.8765447E-5
4443.0,4443.0,0.0066490322
4444.0,4444.0,8.208081E-4
4445.0,4445.0,9.376885E-4
4446.0,4446.0,0.027996056
4447.0,4447.0,0.02648601
4448.0,4448.0,0.2762143
4449.0,4449.0,0.0021488315
4450.0,4450.0,5.117189E-4
4451.0,4451.0,0.002827145
4452.0,4452.0,0.23167433
4453.0,4453.0,0.06619907
4454.0,4454.0,0.068454355
4455.0,4455.0,0.2949359
4456.0,4456.0,0.8183346
4457.0,4457.0,6.5970886E-4
4458.0,4458.0,0.7247995
4459.0,4459.0,2.1845209E-4
4460.0,4460.0,2.0676202E-4
4461.0,4461.0,0.27033615
4462.0,4462.0,0.1164707
4463.0,4463.0,3.6744925E-4
4464.0,4464.0,0.0033819168
4465.0,4465.0,0.016303115
4466.0,4466.0,0.2406377
4467.0,4467.0,5.8671815E-4
4468.0,4468.0,0.14429347
4469.0,4469.0,0.17851171
4470.0,4470.0,6.870348E-4
4471.0,4471.0,0.016455388
4472.0,4472.0,6.1249E-4
4473.0,4473.0,0.0011841098
4474.0,4474.0,0.0074831573
4475.0,4475.0,0.7130899
4476.0,4476.0,0.0014053398
4477.0,4477.0,0.0013733514
4478.0,4478.0,0.11698637
4479.0,4479.0,0.84983915
4480.0,4480.0,0.14876676
4481.0,4481.0,0.011659192
4482.0,4482.0,0.12822323
4483.0,4483.0,0.002675467
4484.0,4484.0,0.242916
4485.0,4485.0,8.3645544E-5
4486.0,4486.0,0.0148087945
4487.0,4487.0,0.0019832407
4488.0,4488.0,0.0022794497
4489.0,4489.0,0.15469882
4490.0,4490.0,4.733968E-5
4491.0,4491.0,3.7786792E-4
4492.0,4492.0,0.1704393
4493.0,4493.0,0.003942329
4494.0,4494.0,0.018577993
4495.0,4495.0,0.90471256
4496.0,4496.0,0.8538033
4497.0,4497.0,0.019082945
4498.0,4498.0,0.0076704784
4499.0,4499.0,0.0030351053
4500.0,4500.0,0.1574474
4501.0,4501.0,0.20397702
4502.0,4502.0,0.0016321384
4503.0,4503.0,0.17114052
4504.0,4504.0,0.51354724
4505.0,4505.0,0.0046203397
4506.0,4506.0,2.174119E-4
4507.0,4507.0,0.0023760167
4508.0,4508.0,1.472758E-4
4509.0,4509.0,0.020220522
4510.0,4510.0,1.17378746E-4
4511.0,4511.0,9.562477E-4
4512.0,4512.0,0.033385057
4513.0,4513.0,0.21883969
4514.0,4514.0,0.009720727
4515.0,4515.0,0.11581014
4516.0,4516.0,3.1841744E-4
4517.0,4517.0,0.3104643
4518.0,4518.0,0.8223922
4519.0,4519.0,0.66775554
4520.0,4520.0,0.01276055
4521.0,4521.0,0.0026271387
4522.0,4522.0,0.08588059
4523.0,4523.0,0.03709633
4524.0,4524.0,0.052782312
4525.0,4525.0,0.17255966
4526.0,4526.0,0.0638094
4527.0,4527.0,6.607586E-4
4528.0,4528.0,3.8286974E-4
4529.0,4529.0,0.1795624
4530.0,4530.0,0.028097006
4531.0,4531.0,0.7413128
4532.0,4532.0,0.02652074
4533.0,4533.0,3.5141973E-4
4534.0,4534.0,0.049103633
4535.0,4535.0,0.13023338
4536.0,4536.0,5.529196E-4
4537.0,4537.0,5.4929935E-4
4538.0,4538.0,0.0011931566
4539.0,4539.0,9.943104E-4
4540.0,4540.0,6.594494E-4
4541.0,4541.0,0.74910307
4542.0,4542.0,0.0013070388
4543.0,4543.0,9.061224E-4
4544.0,4544.0,9.937092E-4
4545.0,4545.0,4.7262092E-4
4546.0,4546.0,0.79809666
4547.0,4547.0,0.0017638181
4548.0,4548.0,7.052494E-4
4549.0,4549.0,7.1061266E-5
4550.0,4550.0,0.18314248
4551.0,4551.0,0.015041997
4552.0,4552.0,0.0010674122
4553.0,4553.0,0.0048718397
4554.0,4554.0,0.002950455
4555.0,4555.0,0.0040630037
4556.0,4556.0,0.11563292
4557.0,4557.0,0.063273944
4558.0,4558.0,0.036660653
4559.0,4559.0,0.15721218
4560.0,4560.0,0.005999398
4561.0,4561.0,0.19023716
4562.0,4562.0,0.0028598502
4563.0,4563.0,0.017544074
4564.0,4564.0,0.7659326
4565.0,4565.0,0.83166265
4566.0,4566.0,0.10998266
4567.0,4567.0,0.16695184
4568.0,4568.0,5.2304275E-4
4569.0,4569.0,0.4100429
4570.0,4570.0,0.040458567
4571.0,4571.0,0.035480667
4572.0,4572.0,0.033068884
4573.0,4573.0,0.0019847488
4574.0,4574.0,0.07031887
4575.0,4575.0,0.0073345057
4576.0,4576.0,0.010824185
4577.0,4577.0,0.22872697
4578.0,4578.0,0.58280146
4579.0,4579.0,0.03966566
4580.0,4580.0,0.002931958
4581.0,4581.0,0.41726226
4582.0,4582.0,0.6078565
4583.0,4583.0,0.10453367
4584.0,4584.0,0.09122393
4585.0,4585.0,0.83851266
4586.0,4586.0,0.007732731
4587.0,4587.0,7.7849766E-4
4588.0,4588.0,0.5422755
4589.0,4589.0,0.17677881
4590.0,4590.0,0.009687207
4591.0,4591.0,2.5948652E-4
4592.0,4592.0,0.0031780053
4593.0,4593.0,0.17274044
4594.0,4594.0,0.008680178
4595.0,4595.0,0.15347484
4596.0,4596.0,0.010259732
4597.0,4597.0,4.2157606E-4
4598.0,4598.0,0.15295698
4599.0,4599.0,0.0031274606
4600.0,4600.0,4.4936704E-4
4601.0,4601.0,7.99232E-4
4602.0,4602.0,0.0031236676
4603.0,4603.0,0.30223498
4604.0,4604.0,0.1894087
4605.0,4605.0,0.0033489044
4606.0,4606.0,0.0025880665
4607.0,4607.0,0.13250844
4608.0,4608.0,0.13923746
4609.0,4609.0,4.182378E-4
4610.0,4610.0,0.0074803503
4611.0,4611.0,0.81240296
4612.0,4612.0,0.13653883
4613.0,4613.0,0.7128147
4614.0,4614.0,5.3414056E-5
4615.0,4615.0,0.15562946
4616.0,4616.0,0.44608688
4617.0,4617.0,0.0017009117
4618.0,4618.0,4.438529E-4
4619.0,4619.0,0.031078538
4620.0,4620.0,0.7260475
4621.0,4621.0,0.016927378
4622.0,4622.0,0.22763813
4623.0,4623.0,0.0019242099
4624.0,4624.0,0.2394778
4625.0,4625.0,0.0018796806
4626.0,4626.0,0.020853035
4627.0,4627.0,1.4698015E-4
4628.0,4628.0,0.0022573036
4629.0,4629.0,0.06909308
4630.0,4630.0,2.1540777E-4
4631.0,4631.0,0.0104218265
4632.0,4632.0,0.8040021
4633.0,4633.0,0.011482628
4634.0,4634.0,0.035322975
4635.0,4635.0,0.20757823
4636.0,4636.0,0.0045624925
4637.0,4637.0,0.022822896
4638.0,4638.0,2.0592658E-4
4639.0,4639.0,0.003748638
4640.0,4640.0,0.116323605
4641.0,4641.0,0.001221664
4642.0,4642.0,6.391376E-4
4643.0,4643.0,0.8306404
4644.0,4644.0,0.8008768
4645.0,4645.0,0.023461059
4646.0,4646.0,0.19569816
4647.0,4647.0,0.14339817
4648.0,4648.0,5.0326175E-4
4649.0,4649.0,0.004370395
4650.0,4650.0,3.146532E-4
4651.0,4651.0,0.019704817
4652.0,4652.0,7.1725115E-4
4653.0,4653.0,0.101002954
4654.0,4654.0,0.06182279
4655.0,4655.0,0.8642194
4656.0,4656.0,6.8362616E-4
4657.0,4657.0,0.20158981
4658.0,4658.0,0.2373014
4659.0,4659.0,0.00610104
4660.0,4660.0,0.086540185
4661.0,4661.0,0.07203685
4662.0,4662.0,0.25173032
4663.0,4663.0,2.3675224E-4
4664.0,4664.0,0.015036398
4665.0,4665.0,0.003485467
4666.0,4666.0,0.0017303714
4667.0,4667.0,0.031813487
4668.0,4668.0,5.997538E-5
4669.0,4669.0,0.011123106
4670.0,4670.0,0.05414602
4671.0,4671.0,0.4721794
4672.0,4672.0,0.014007475
4673.0,4673.0,0.006615315
4674.0,4674.0,0.10402001
4675.0,4675.0,0.21682735
4676.0,4676.0,0.013564487
4677.0,4677.0,0.05921838
4678.0,4678.0,0.014454607
4679.0,4679.0,1.9880063E-4
4680.0,4680.0,0.010854887
4681.0,4681.0,1.5749685E-4
4682.0,4682.0,0.22512236
4683.0,4683.0,3.836035E-5
4684.0,4684.0,0.01633607
4685.0,4685.0,5.414662E-4
4686.0,4686.0,7.795263E-4
4687.0,4687.0,0.83561766
4688.0,4688.0,9.609693E-5
4689.0,4689.0,0.002922731
4690.0,4690.0,0.08994812
4691.0,4691.0,0.06326935
4692.0,4692.0,4.1042906E-5
4693.0,4693.0,4.551227E-4
4694.0,4694.0,0.1788933
4695.0,4695.0,9.693641E-4
4696.0,4696.0,0.6885009
4697.0,4697.0,8.162014E-4
4698.0,4698.0,0.0019176431
4699.0,4699.0,5.208816E-4
4700.0,4700.0,0.0014588926
4701.0,4701.0,0.050501183
4702.0,4702.0,0.013636747
4703.0,4703.0,0.2437237
4704.0,4704.0,0.14808503
4705.0,4705.0,0.72683936
4706.0,4706.0,0.009407899
4707.0,4707.0,0.0016146257
4708.0,4708.0,0.16221409
4709.0,4709.0,0.004520646
4710.0,4710.0,0.7153352
4711.0,4711.0,0.47644696
4712.0,4712.0,0.11350375
4713.0,4713.0,8.948999E-4
4714.0,4714.0,0.0060890485
4715.0,4715.0,1.9159674E-4
4716.0,4716.0,0.09287117
4717.0,4717.0,0.001641945
4718.0,4718.0,0.0090780035
4719.0,4719.0,0.1770694
4720.0,4720.0,0.0028287943
4721.0,4721.0,3.1165223E-4
4722.0,4722.0,0.0043529905
4723.0,4723.0,0.11207728
4724.0,4724.0,0.2060864
4725.0,4725.0,0.0018348545
4726.0,4726.0,0.14276259
4727.0,4727.0,0.058984376
4728.0,4728.0,5.7172758E-5
4729.0,4729.0,0.0029779775
4730.0,4730.0,0.018028924
4731.0,4731.0,0.4482589
4732.0,4732.0,0.7761965
4733.0,4733.0,2.721647E-4
4734.0,4734.0,0.15444572
4735.0,4735.0,4.873557E-4
4736.0,4736.0,0.84124553
4737.0,4737.0,0.0042010895
4738.0,4738.0,0.17362551
4739.0,4739.0,0.0014294104
4740.0,4740.0,0.004021047
4741.0,4741.0,0.010729436
4742.0,4742.0,0.07899337
4743.0,4743.0,0.15677668
4744.0,4744.0,0.1041502
4745.0,4745.0,0.100656606
4746.0,4746.0,0.14388621
4747.0,4747.0,9.852444E-4
4748.0,4748.0,1.8051056E-5
4749.0,4749.0,0.0022244286
4750.0,4750.0,0.09875166
4751.0,4751.0,0.17194727
4752.0,4752.0,0.40360183
4753.0,4753.0,0.1459411
4754.0,4754.0,0.21398763
4755.0,4755.0,0.011589256
4756.0,4756.0,0.0032626695
4757.0,4757.0,0.07996723
4758.0,4758.0,0.79692364
4759.0,4759.0,0.78512377
4760.0,4760.0,0.0070816344
4761.0,4761.0,0.5586086
4762.0,4762.0,0.19277054
4763.0,4763.0,0.027434804
4764.0,4764.0,6.835424E-4
4765.0,4765.0,0.044731867
4766.0,4766.0,0.0013557721
4767.0,4767.0,0.60547876
4768.0,4768.0,0.05355903
4769.0,4769.0,4.0093705E-4
4770.0,4770.0,0.028804718
4771.0,4771.0,0.02143864
4772.0,4772.0,0.016696826
4773.0,4773.0,6.878265E-4
4774.0,4774.0,0.18728486
4775.0,4775.0,0.047154173
4776.0,4776.0,0.096240126
4777.0,4777.0,0.8285501
4778.0,4778.0,0.37591583
4779.0,4779.0,0.010236772
4780.0,4780.0,0.029000325
4781.0,4781.0,0.011968239
4782.0,4782.0,2.2614142E-4
4783.0,4783.0,0.0011674028
4784.0,4784.0,0.659939
4785.0,4785.0,0.04340393
4786.0,4786.0,0.0030118858
4787.0,4787.0,0.0013554934
4788.0,4788.0,8.25089E-4
4789.0,4789.0,0.007979427
4790.0,4790.0,2.2304305E-4
4791.0,4791.0,0.30254862
4792.0,4792.0,1.916047E-4
4793.0,4793.0,0.016633263
4794.0,4794.0,0.70805234
4795.0,4795.0,0.03749665
4796.0,4796.0,0.011433361
4797.0,4797.0,2.0831547E-4
4798.0,4798.0,3.4628928E-4
4799.0,4799.0,0.0065621915
4800.0,4800.0,0.14247105
4801.0,4801.0,6.333779E-4
4802.0,4802.0,0.2470218
4803.0,4803.0,0.008500008
4804.0,4804.0,0.0017605923
4805.0,4805.0,3.893825E-4
4806.0,4806.0,0.17150466
4807.0,4807.0,5.3138606E-4
4808.0,4808.0,5.3900655E-4
4809.0,4809.0,1.56521E-4
4810.0,4810.0,0.2144254
4811.0,4811.0,0.05435728
4812.0,4812.0,0.21373692
4813.0,4813.0,0.0021731858
4814.0,4814.0,0.13629203
4815.0,4815.0,1.592577E-4
4816.0,4816.0,0.19459863
4817.0,4817.0,0.62506914
4818.0,4818.0,0.012129847
4819.0,4819.0,0.80480474
4820.0,4820.0,0.19125123
4821.0,4821.0,0.12162637
4822.0,4822.0,6.1712053E-4
4823.0,4823.0,0.01883824
4824.0,4824.0,0.7350586
4825.0,4825.0,0.8187715
4826.0,4826.0,0.18299009
4827.0,4827.0,4.9606984E-4
4828.0,4828.0,1.868151E-5
4829.0,4829.0,0.07168534
4830.0,4830.0,0.11501598
4831.0,4831.0,1.517302E-4
4832.0,4832.0,8.349884E-6
4833.0,4833.0,6.8419526E-4
4834.0,4834.0,0.004963185
4835.0,4835.0,0.034742415
4836.0,4836.0,0.032477036
4837.0,4837.0,0.5895565
4838.0,4838.0,0.15138064
4839.0,4839.0,0.0011203608
4840.0,4840.0,0.46990925
4841.0,4841.0,0.006641267
4842.0,4842.0,0.11189934
4843.0,4843.0,0.091343984
4844.0,4844.0,0.4458147
4845.0,4845.0,0.13082346
4846.0,4846.0,0.25766557
4847.0,4847.0,0.14412424
4848.0,4848.0,0.15555623
4849.0,4849.0,0.012535947
4850.0,4850.0,0.03932763
4851.0,4851.0,0.018477295
4852.0,4852.0,5.9567724E-4
4853.0,4853.0,0.0045774723
4854.0,4854.0,0.9328875
4855.0,4855.0,0.06045638
4856.0,4856.0,3.5170538E-4
4857.0,4857.0,0.23690335
4858.0,4858.0,0.18870921
4859.0,4859.0,0.060025916
4860.0,4860.0,0.070351705
4861.0,4861.0,4.5820116E-4
4862.0,4862.0,0.0067543653
4863.0,4863.0,0.51780236
4864.0,4864.0,0.0012444599
4865.0,4865.0,0.012019767
4866.0,4866.0,0.0021897955
4867.0,4867.0,3.4107058E-4
4868.0,4868.0,0.08088435
4869.0,4869.0,0.007835779
4870.0,4870.0,0.07710932
4871.0,4871.0,0.86340123
4872.0,4872.0,0.00506436
4873.0,4873.0,0.06909114
4874.0,4874.0,0.00372742
4875.0,4875.0,0.14012784
4876.0,4876.0,0.04291632
4877.0,4877.0,0.07691713
4878.0,4878.0,4.3023028E-4
4879.0,4879.0,0.39034194
4880.0,4880.0,0.005292643
4881.0,4881.0,0.20619485
4882.0,4882.0,0.010688436
4883.0,4883.0,0.8913193
4884.0,4884.0,0.056589555
4885.0,4885.0,0.0061998554
4886.0,4886.0,0.0037281543
4887.0,4887.0,0.21097104
4888.0,4888.0,0.0020304497
4889.0,4889.0,5.7676627E-4
4890.0,4890.0,0.08015569
4891.0,4891.0,4.174906E-4
4892.0,4892.0,0.006596175
4893.0,4893.0,3.8285926E-4
4894.0,4894.0,7.061496E-4
4895.0,4895.0,0.016259806
4896.0,4896.0,0.002082656
4897.0,4897.0,0.0121592535
4898.0,4898.0,2.6301926E-4
4899.0,4899.0,7.737505E-6
4900.0,4900.0,0.006099739
4901.0,4901.0,0.005052988
4902.0,4902.0,0.0020270327
4903.0,4903.0,3.4365396E-4
4904.0,4904.0,0.025643434
4905.0,4905.0,0.010930808
4906.0,4906.0,0.0041580778
4907.0,4907.0,0.110421464
4908.0,4908.0,3.6853997E-4
4909.0,4909.0,0.08187721
4910.0,4910.0,5.256257E-4
4911.0,4911.0,1.5210378E-4
4912.0,4912.0,0.05489245
4913.0,4913.0,0.71519095
4914.0,4914.0,0.74235016
4915.0,4915.0,0.002175406
4916.0,4916.0,0.0015130887
4917.0,4917.0,2.4358084E-4
4918.0,4918.0,0.01473665
4919.0,4919.0,0.0028463572
4920.0,4920.0,0.098141536
4921.0,4921.0,0.012801735
4922.0,4922.0,2.06202E-4
4923.0,4923.0,0.7417207
4924.0,4924.0,0.11260622
4925.0,4925.0,0.120163284
4926.0,4926.0,0.0016216886
4927.0,4927.0,8.760624E-5
4928.0,4928.0,0.054551974
4929.0,4929.0,2.2888306E-4
4930.0,4930.0,5.799376E-4
4931.0,4931.0,0.8279303
4932.0,4932.0,0.0031016627
4933.0,4933.0,0.00145962
4934.0,4934.0,0.012623452
4935.0,4935.0,0.00713706
4936.0,4936.0,4.7529646E-4
4937.0,4937.0,0.47382173
4938.0,4938.0,1.1789991E-4
4939.0,4939.0,0.8897309
4940.0,4940.0,0.008046146
4941.0,4941.0,0.019474048
4942.0,4942.0,0.01298265
4943.0,4943.0,0.23016618
4944.0,4944.0,0.0037295779
4945.0,4945.0,0.0055733607
4946.0,4946.0,0.08757689
4947.0,4947.0,0.1492718
4948.0,4948.0,1.8055078E-4
4949.0,4949.0,0.8564731
4950.0,4950.0,0.004052819
4951.0,4951.0,0.023548253
4952.0,4952.0,0.761745
4953.0,4953.0,0.05433836
4954.0,4954.0,0.0027995633
4955.0,4955.0,0.004057704
4956.0,4956.0,0.019469678
4957.0,4957.0,0.0126223415
4958.0,4958.0,0.0018458676
4959.0,4959.0,0.008188948
4960.0,4960.0,3.4827314E-4
4961.0,4961.0,4.373376E-4
4962.0,4962.0,0.13975142
4963.0,4963.0,0.110408746
4964.0,4964.0,0.057027664
4965.0,4965.0,1.286523E-4
4966.0,4966.0,0.12112781
4967.0,4967.0,0.0011854103
4968.0,4968.0,8.049717E-5
4969.0,4969.0,0.0025235382
4970.0,4970.0,0.0020240298
4971.0,4971.0,0.14989956
4972.0,4972.0,0.026770271
4973.0,4973.0,0.038394272
4974.0,4974.0,0.042835623
4975.0,4975.0,0.042924736
4976.0,4976.0,0.001663082
4977.0,4977.0,0.02128295
4978.0,4978.0,0.17793314
4979.0,4979.0,0.8620787
4980.0,4980.0,0.8160835
4981.0,4981.0,0.011204168
4982.0,4982.0,0.005400247
4983.0,4983.0,0.0020810722
4984.0,4984.0,6.4403727E-4
4985.0,4985.0,5.111405E-4
4986.0,4986.0,0.0060963524
4987.0,4987.0,0.092339985
4988.0,4988.0,4.5843597E-4
4989.0,4989.0,1.7870743E-5
4990.0,4990.0,2.379849E-4
4991.0,4991.0,0.022599185
4992.0,4992.0,0.0023794728
4993.0,4993.0,0.02354961
4994.0,4994.0,2.2504604E-4
4995.0,4995.0,3.3885532E-4
4996.0,4996.0,0.8093297
4997.0,4997.0,0.077188835
4998.0,4998.0,0.20230138
4999.0,4999.0,0.0056289453
5000.0,5000.0,0.38907924
