Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.6473E-4,29.283909177,0.601388663,0.12366498,0.262975779,0
3.68859E-4,29.504187688,0.605517841,0.122990444,0.266435986,0
3.71203E-4,29.763391909,0.607843306,0.122203485,0.275086505,0
3.74431E-4,30.02450504,0.61102226,0.121416526,0.276816609,0
3.8025E-4,30.250846423,0.616688774,0.12074199,0.280276817,0
3.85064E-4,30.519576644,0.621313522,0.119955031,0.280276817,0
3.91416E-4,30.753069485,0.62733133,0.119280495,0.280276817,0
3.96358E-4,31.028877311,0.631947075,0.118493536,0.28200692,0
3.99141E-4,31.267553638,0.634520912,0.117818999,0.285467128,0
4.00652E-4,31.507669838,0.635910696,0.117144463,0.285467128,0
4.04795E-4,31.790018114,0.639694776,0.116357504,0.290657439,0
4.09062E-4,32.03425865,0.643551106,0.115682968,0.290657439,0
4.09913E-4,32.280001373,0.644315062,0.115008432,0.290657439,0
4.12153E-4,32.52663188,0.646318805,0.114333895,0.290657439,0
4.16081E-4,32.775019462,0.649804598,0.113659359,0.297577855,0
4.18774E-4,33.0258022,0.652174946,0.112984823,0.301038062,0
4.2185E-4,33.278134614,0.654862632,0.112310287,0.30449827,0
4.2587E-4,33.532653365,0.658344306,0.11163575,0.311418685,0
4.27726E-4,33.788920097,0.65993901,0.110961214,0.314878893,0
4.29861E-4,34.003140564,0.661765045,0.110399101,0.314878893,0
4.31365E-4,34.261372967,0.663045841,0.109724564,0.320069204,0
4.3455E-4,34.521065082,0.665741018,0.109050028,0.323529412,0
4.36954E-4,34.783089952,0.667761426,0.108375492,0.328719723,0
4.38739E-4,35.002075506,0.669253388,0.107813378,0.330449827,0
4.44082E-4,35.266981314,0.673680222,0.107138842,0.332179931,0
4.48833E-4,35.535330362,0.677566974,0.106464306,0.335640138,0
4.49588E-4,35.759989869,0.67817979,0.105902192,0.34083045,0
4.5457E-4,36.031208051,0.682198109,0.105227656,0.344290657,0
4.59872E-4,36.259944106,0.686418542,0.104665542,0.346020761,0
4.63018E-4,36.537125723,0.688896322,0.103991006,0.349480969,0
4.65852E-4,36.76924089,0.691111742,0.103428893,0.35467128,0
4.6812E-4,37.002745368,0.692873877,0.102866779,0.359861592,0
4.7286E-4,37.285556164,0.696523318,0.102192243,0.363321799,0
4.75869E-4,37.522589022,0.698817092,0.101630129,0.363321799,0
4.77765E-4,37.76114483,0.700253542,0.101068016,0.365051903,0
4.80018E-4,38.001007885,0.701951983,0.100505902,0.365051903,0
4.8275E-4,38.290128069,0.703997958,0.099831366,0.366782007,0
4.84181E-4,38.532007027,0.70506415,0.099269252,0.368512111,0
4.84977E-4,38.774347211,0.705655691,0.098707139,0.370242215,0
4.86649E-4,39.01730583,0.706894132,0.098145025,0.371972318,0
4.88804E-4,39.261333526,0.708482706,0.097582912,0.371972318,0
4.90516E-4,39.506147451,0.709739139,0.097020798,0.37716263,0
4.92971E-4,39.751993478,0.711530143,0.096458685,0.380622837,0
4.94579E-4,40.048427818,0.712697978,0.095784148,0.382352941,0
4.95663E-4,40.296090789,0.713482109,0.095222035,0.382352941,0
4.98035E-4,40.544574443,0.715190964,0.094659921,0.385813149,0
5.00256E-4,40.794219605,0.7167811,0.094097808,0.387543253,0
5.02495E-4,41.044933247,0.718376343,0.093535694,0.392733564,0
5.04647E-4,41.296924403,0.719900361,0.092973581,0.394463668,0
5.0655E-4,41.549771749,0.721240943,0.092411467,0.396193772,0
5.08037E-4,41.752747719,0.722284211,0.091961776,0.397923875,0
5.11425E-4,42.007974604,0.724647455,0.091399663,0.399653979,0
5.13509E-4,42.264447271,0.726090255,0.090837549,0.403114187,0
5.15742E-4,42.521897325,0.727628257,0.090275436,0.406574394,0
5.19466E-4,42.780973464,0.730174278,0.089713322,0.408304498,0
5.2167E-4,43.041409747,0.731670238,0.089151209,0.411764706,0
5.24705E-4,43.251064574,0.733716102,0.088701518,0.411764706,0
5.28779E-4,43.514799432,0.736437257,0.088139404,0.415224913,0
5.3197E-4,43.779958963,0.738549694,0.087577291,0.418685121,0
5.36336E-4,44.047496854,0.741412877,0.087015177,0.422145329,0
5.38599E-4,44.26247091,0.742884429,0.086565486,0.423875433,0
5.42114E-4,44.532857105,0.745153222,0.086003373,0.423875433,0
5.43882E-4,44.75007483,0.746286949,0.085553682,0.423875433,0
5.45604E-4,45.022585295,0.747386524,0.084991568,0.42733564,0
5.48308E-4,45.29625228,0.749103059,0.084429455,0.432525952,0
5.49655E-4,45.515925026,0.749953853,0.083979764,0.434256055,0
5.53536E-4,45.792114101,0.752388993,0.08341765,0.439446367,0
5.5459E-4,46.013842912,0.753046539,0.08296796,0.441176471,0
5.56912E-4,46.292016521,0.754488462,0.082405846,0.441176471,0
5.59935E-4,46.515591525,0.756352475,0.081956155,0.442906574,0
5.63244E-4,46.796586736,0.758377514,0.081394042,0.44982699,0
5.6475E-4,47.022313363,0.759293494,0.080944351,0.451557093,0
5.66424E-4,47.305121923,0.760307449,0.080382237,0.453287197,0
5.67567E-4,47.531900922,0.760996926,0.079932546,0.456747405,0
5.70249E-4,47.759699052,0.762608094,0.079482856,0.460207612,0
5.72675E-4,48.045520782,0.76405591,0.078920742,0.461937716,0
5.74189E-4,48.274976246,0.764954958,0.078471051,0.465397924,0
5.75842E-4,48.504954309,0.765932626,0.07802136,0.468858131,0
5.78177E-4,48.793655881,0.767307424,0.077459247,0.470588235,0
5.824E-4,49.025636383,0.769772283,0.077009556,0.475778547,0
5.85312E-4,49.259244699,0.771456704,0.076559865,0.482698962,0
5.90616E-4,49.553039734,0.774492776,0.075997752,0.489619377,0
5.92169E-4,49.789541142,0.775374407,0.075548061,0.494809689,0
5.95212E-4,50.027109747,0.777091448,0.07509837,0.496539792,0
5.96626E-4,50.265593693,0.777884815,0.074648679,0.5,0
5.97608E-4,50.504534927,0.778434272,0.074198988,0.505190311,0
5.99103E-4,50.803614023,0.7792679,0.073636875,0.506920415,0
6.00512E-4,51.043737769,0.780051226,0.073187184,0.508650519,0
6.03297E-4,51.284457144,0.781590229,0.072737493,0.51384083,0
6.03996E-4,51.525908834,0.781975194,0.072287802,0.515570934,0
6.04988E-4,51.767770687,0.782519894,0.071838111,0.517301038,0
6.05589E-4,52.009891835,0.782849222,0.07138842,0.522491349,0
6.06412E-4,52.252309545,0.783299569,0.07093873,0.525951557,0
6.07911E-4,52.555895043,0.784116946,0.070376616,0.531141869,0
6.09765E-4,52.799468127,0.785123758,0.069926925,0.53633218,0
6.13371E-4,53.044484789,0.787069106,0.069477234,0.53633218,0
6.16295E-4,53.290276577,0.788633645,0.069027544,0.539792388,0
6.18331E-4,53.537442742,0.78971604,0.068577853,0.544982699,0
6.18479E-4,53.784801039,0.789794407,0.068128162,0.546712803,0
6.20694E-4,54.032684232,0.790965274,0.067678471,0.55017301,0
6.21362E-4,54.281092119,0.791316869,0.06722878,0.551903114,0
6.23179E-4,54.530114369,0.792270941,0.066779089,0.555363322,0
6.23862E-4,54.779478892,0.792628392,0.066329399,0.555363322,0
6.2644E-4,55.029676006,0.793972195,0.065879708,0.558823529,0
6.284E-4,55.280720902,0.794987872,0.065430017,0.562283737,0
6.30527E-4,55.532761456,0.796084696,0.064980326,0.562283737,0
6.32436E-4,55.785446658,0.797064309,0.064530635,0.564013841,0
6.32892E-4,56.0385387,0.797297602,0.064080944,0.569204152,0
6.33915E-4,56.291970535,0.797819771,0.063631254,0.570934256,0
6.35148E-4,56.545888192,0.798447147,0.063181563,0.57266436,0
6.37408E-4,56.800290335,0.799592574,0.062731872,0.576124567,0
6.39957E-4,57.055816882,0.800876777,0.062282181,0.579584775,0
6.41456E-4,57.312205321,0.801628095,0.06183249,0.583044983,0
6.42419E-4,57.504772986,0.802109145,0.061495222,0.58650519,0
6.4424E-4,57.76227962,0.803015777,0.061045531,0.588235294,0
6.44829E-4,58.020160634,0.803308476,0.06059584,0.593425606,0
6.4623E-4,58.278524976,0.804002117,0.06014615,0.593425606,0
6.46874E-4,58.537130337,0.8043201,0.059696459,0.595155709,0
6.49152E-4,58.796365744,0.805440716,0.059246768,0.596885813,0
6.49724E-4,59.056180023,0.805721427,0.058797077,0.602076125,0
6.51611E-4,59.251541332,0.80664356,0.058459809,0.602076125,0
6.53969E-4,59.51268339,0.807789912,0.058010118,0.603806228,0
6.54298E-4,59.774343858,0.807949347,0.057560427,0.60899654,0
6.55307E-4,60.036382811,0.808437622,0.057110736,0.614186851,0
6.57158E-4,60.298893861,0.809329693,0.056661046,0.617647059,0
6.60586E-4,60.562916898,0.81097053,0.056211355,0.617647059,0
6.60867E-4,60.761134623,0.811104819,0.055874087,0.621107266,0
6.62647E-4,61.02597704,0.811950688,0.055424396,0.624567474,0
6.6387E-4,61.291366417,0.812529576,0.054974705,0.628027682,0
6.64446E-4,61.5570742,0.812801622,0.054525014,0.631487889,0
6.65161E-4,61.756526321,0.813138964,0.054187746,0.631487889,0
6.65609E-4,62.022685541,0.813350115,0.053738055,0.633217993,0
6.67162E-4,62.289270983,0.814079434,0.053288364,0.633217993,0
6.67854E-4,62.556292782,0.814403565,0.052838673,0.634948097,0
6.68791E-4,62.756848915,0.814841986,0.052501405,0.634948097,0
6.71157E-4,63.024970154,0.815943284,0.052051714,0.638408304,0
6.71459E-4,63.29351959,0.816083467,0.051602024,0.640138408,0
6.72835E-4,63.562579992,0.816720569,0.051152333,0.641868512,0
6.74507E-4,63.764867607,0.817491658,0.050815065,0.643598616,0
6.75007E-4,64.034787823,0.81772176,0.050365374,0.643598616,0
6.77298E-4,64.305329958,0.818771481,0.049915683,0.64532872,0
6.77628E-4,64.508598531,0.818922377,0.049578415,0.64532872,0
6.77881E-4,64.779703548,0.819037986,0.049128724,0.648788927,0
6.78435E-4,65.051014021,0.819290405,0.048679033,0.653979239,0
6.79267E-4,65.254650571,0.819669251,0.048341765,0.65916955,0
6.79647E-4,65.526459519,0.819842057,0.047892074,0.660899654,0
6.81031E-4,65.798566023,0.820469879,0.047442383,0.664359862,0
6.82691E-4,66.003336289,0.821219448,0.047105115,0.666089965,0
6.83862E-4,66.276706017,0.821746869,0.046655424,0.667820069,0
6.84655E-4,66.550467533,0.822102771,0.046205734,0.667820069,0
6.85768E-4,66.756125641,0.822601731,0.045868465,0.671280277,0
6.88418E-4,67.03101137,0.823783193,0.045418775,0.674740484,0
6.89553E-4,67.306679485,0.824286832,0.044969084,0.678200692,0
6.90126E-4,67.513671875,0.824540246,0.044631816,0.678200692,0
6.9364E-4,67.790869069,0.826088533,0.044182125,0.683391003,0
6.95694E-4,68.068890537,0.82698682,0.043732434,0.683391003,0
6.95982E-4,68.277662316,0.827112349,0.043395166,0.686851211,0
6.97276E-4,68.556322825,0.82767574,0.042945475,0.688581315,0
6.9821E-4,68.765740799,0.828081325,0.042608207,0.690311419,0
6.99251E-4,69.045302973,0.828531874,0.042158516,0.693771626,0
7.00599E-4,69.255298164,0.829113628,0.041821248,0.69550173,0
7.03239E-4,69.536223681,0.830247797,0.041371557,0.698961938,0
7.0463E-4,69.81788737,0.830842059,0.040921866,0.698961938,0
7.0552E-4,70.029400452,0.831221281,0.040584598,0.702422145,0
7.0672E-4,70.311896162,0.831731309,0.040134907,0.702422145,0
7.08162E-4,70.524145385,0.832342066,0.039797639,0.705882353,0
7.08956E-4,70.807645796,0.832677491,0.039347948,0.707612457,0
7.09926E-4,71.020493114,0.833086343,0.03901068,0.709342561,0
7.12861E-4,71.305080438,0.834317176,0.038560989,0.714532872,0
7.14502E-4,71.519226725,0.835001404,0.038223721,0.71799308,0
7.15861E-4,71.805379264,0.835565804,0.03777403,0.719723183,0
7.16722E-4,72.020261509,0.835922345,0.037436762,0.721453287,0
7.20368E-4,72.307660605,0.837424025,0.036987071,0.724913495,0
7.2123E-4,72.523874634,0.837777333,0.036649803,0.728373702,0
7.2352E-4,72.812949224,0.838711446,0.036200112,0.73183391,0
7.24035E-4,73.030112003,0.838920443,0.035862844,0.733564014,0
7.24993E-4,73.319930238,0.839309268,0.035413153,0.735294118,0
7.25601E-4,73.537545324,0.839555439,0.035075885,0.738754325,0
7.26464E-4,73.755409162,0.83990424,0.034738617,0.740484429,0
7.28285E-4,74.046437122,0.840637665,0.034288926,0.743944637,0
7.29506E-4,74.26519621,0.841127767,0.033951658,0.749134948,0
7.32445E-4,74.55767999,0.842300867,0.033501967,0.749134948,0
7.33933E-4,74.777653682,0.842891606,0.033164699,0.750865052,0
7.3475E-4,75.071349085,0.843215023,0.032715008,0.75432526,0
7.36587E-4,75.292100889,0.843939391,0.03237774,0.75432526,0
7.37386E-4,75.513209451,0.84425367,0.032040472,0.756055363,0
7.39465E-4,75.808636159,0.845067812,0.031590781,0.759515571,0
7.41E-4,76.030772275,0.845666431,0.031253513,0.761245675,0
7.42106E-4,76.253360052,0.846096404,0.030916245,0.762975779,0
7.44095E-4,76.550777798,0.846866436,0.030466554,0.769896194,0
7.44767E-4,76.774146828,0.847125589,0.030129286,0.773356401,0
7.46781E-4,77.072473037,0.847900152,0.029679595,0.776816609,0
7.49568E-4,77.297033513,0.8489656,0.029342327,0.780276817,0
7.50757E-4,77.522170594,0.849417523,0.029005059,0.78200692,0
7.54082E-4,77.8233132,0.85067511,0.028555368,0.785467128,0
7.55831E-4,78.050006604,0.851331987,0.0282181,0.787197232,0
7.57054E-4,78.276956751,0.851789899,0.027880832,0.790657439,0
7.58233E-4,78.504302533,0.852229917,0.027543564,0.792387543,0
7.5984E-4,78.808066029,0.852827618,0.027093873,0.797577855,0
7.62216E-4,79.036513711,0.85370673,0.026756605,0.801038062,0
7.64613E-4,79.265620302,0.854588485,0.026419337,0.802768166,0
7.67789E-4,79.572012619,0.855748391,0.025969646,0.807958478,0
7.69974E-4,79.802951655,0.856540904,0.025632378,0.811418685,0
7.71955E-4,80.034273426,0.857255808,0.02529511,0.813148789,0
7.74922E-4,80.26651765,0.858319913,0.024957841,0.816608997,0
7.80292E-4,80.577457078,0.860225571,0.024508151,0.821799308,0
7.82586E-4,80.81193021,0.861031766,0.024170883,0.825259516,0
7.84188E-4,81.046938794,0.861592204,0.023833614,0.830449827,0
7.85584E-4,81.282468099,0.862078708,0.023496346,0.832179931,0
7.87393E-4,81.518505479,0.862706448,0.023159078,0.833910035,0
7.89405E-4,81.755064813,0.86340122,0.02282181,0.835640138,0
7.91057E-4,82.071315867,0.863969154,0.022372119,0.839100346,0
7.9458E-4,82.309191154,0.865172281,0.022034851,0.84083045,0
7.95442E-4,82.54769401,0.865465122,0.021697583,0.846020761,0
7.989E-4,82.787020617,0.866633142,0.021360315,0.847750865,0
8.02226E-4,83.027572795,0.867747097,0.021023047,0.849480969,0
8.02769E-4,83.26831534,0.86792802,0.020685779,0.851211073,0
8.03771E-4,83.509328076,0.868261372,0.02034851,0.85467128,0
8.04986E-4,83.750760539,0.868664169,0.020011242,0.856401384,0
8.08972E-4,84.07367509,0.869977874,0.019561551,0.861591696,0
8.10739E-4,84.316811123,0.870555795,0.019224283,0.866782007,0
8.17044E-4,84.561562611,0.872597853,0.018887015,0.868512111,0
8.19867E-4,84.807241655,0.873501572,0.018549747,0.870242215,0
8.21092E-4,85.053354785,0.873891714,0.018212479,0.871972318,0
8.22973E-4,85.299991514,0.874488484,0.017875211,0.873702422,0
8.29528E-4,85.547694978,0.876546249,0.017537943,0.878892734,0
8.3218E-4,85.797002859,0.877368903,0.017200675,0.878892734,0
8.33722E-4,86.046872992,0.877844841,0.016863406,0.882352941,0
8.36615E-4,86.297783401,0.878732886,0.016526138,0.884083045,0
8.41151E-4,86.549820269,0.880112208,0.01618887,0.885813149,0
8.43579E-4,86.802663162,0.880844131,0.015851602,0.887543253,0
8.45251E-4,87.056159912,0.881345404,0.015514334,0.892733564,0
8.47985E-4,87.310288966,0.882160504,0.015177066,0.894463668,0
8.51152E-4,87.565491232,0.883097858,0.014839798,0.897923875,0
8.56204E-4,87.822062662,0.884577916,0.01450253,0.899653979,0
8.58058E-4,88.079329679,0.885116252,0.014165261,0.903114187,0
8.62286E-4,88.251694841,0.886334614,0.013940416,0.904844291,0
8.65009E-4,88.510836402,0.887112405,0.013603148,0.904844291,0
8.68243E-4,88.771061528,0.888029378,0.01326588,0.908304498,0
8.72278E-4,89.032043256,0.889163048,0.012928612,0.908304498,0
8.73736E-4,89.293926954,0.889569621,0.012591343,0.910034602,0
8.7441E-4,89.556184367,0.889757321,0.012254075,0.911764706,0
8.76695E-4,89.819033098,0.890390658,0.011916807,0.91349481,0
8.79018E-4,90.082535893,0.891030943,0.011579539,0.915224913,0
8.80069E-4,90.258477833,0.891319257,0.011354694,0.916955017,0
8.84023E-4,90.523538636,0.892397703,0.011017426,0.920415225,0
8.8697E-4,90.789322093,0.893194206,0.010680157,0.923875433,0
8.9347E-4,91.056165513,0.894930798,0.010342889,0.925605536,0
8.96916E-4,91.324870884,0.895839998,0.010005621,0.925605536,0
9.01116E-4,91.504985951,0.896937165,0.009780776,0.925605536,0
9.02935E-4,91.775768048,0.897408943,0.009443508,0.930795848,0
9.10793E-4,92.048761905,0.899421953,0.009106239,0.932525952,0
9.17514E-4,92.323773637,0.901112105,0.008768971,0.934256055,0
9.17549E-4,92.507280628,0.901120826,0.008544126,0.934256055,0
9.21806E-4,92.783187065,0.902176648,0.008206858,0.935986159,0
9.29181E-4,93.06123465,0.903979388,0.00786959,0.937716263,0
9.3549E-4,93.34132418,0.905494793,0.007532322,0.941176471,0
9.38965E-4,93.529038132,0.906319342,0.007307476,0.944636678,0
9.42623E-4,93.811361165,0.907179667,0.006970208,0.948096886,0
9.438E-4,94.000057209,0.907454709,0.006745363,0.94982699,0
9.46546E-4,94.283904674,0.908093421,0.006408094,0.955017301,0
9.49278E-4,94.568545482,0.908724344,0.006070826,0.958477509,0
9.50978E-4,94.758639564,0.909114776,0.005845981,0.960207612,0
9.53586E-4,95.044451175,0.909710584,0.005508713,0.960207612,0
9.69218E-4,95.333118525,0.913200558,0.005171445,0.961937716,0
9.71459E-4,95.527263521,0.913689741,0.004946599,0.965397924,0
9.77571E-4,95.820250228,0.915009917,0.004609331,0.967128028,0
9.79243E-4,96.016041069,0.915367391,0.004384486,0.970588235,0
