"clip_mda","clip_mds","clip_mdt","clip_rug","clip_slp","x","y"
"1",6.28000020980835,1094.85998535156,1088.63000488281,0.523509979248047,11.369701385498,587821.771047,4631602.92183
"2",0.850000023841858,1089.38000488281,1088.44995117188,1.23369801044464,22.5777645111084,587789.207542,4631564.003892
"3",0.319999992847443,1091.28002929688,1090.88000488281,1.44341194629669,29.7462978363037,587838.474247,4631560.193786
"4",12.0100002288818,1099.73999023438,1087.69995117188,0.289831012487411,6.56063413619995,587829.321446,4631596.185187
"5",0,1103.31005859375,1103.26000976562,0.748993992805481,16.6691112518311,587799.757726,4631636.354053
"6",1.92999994754791,1119.10998535156,1117.25,0.358938992023468,8.01504421234131,587745.299025,4631706.388058
"7",0.519999980926514,1094.67004394531,1094.06005859375,0.989546000957489,21.2380447387695,587822.00263,4631632.946416
"8",9.89999961853027,1094.30004882812,1084.35998535156,0.597757995128632,13.191951751709,587799.010021,4631539.747774
"9",5.15000009536743,1114.0400390625,1109,0.480571001768112,10.5543012619019,587777.476544,4631656.095933
"10",NA,NA,NA,NA,NA,587698.614999,4631706.011715
"11",0.579999983310699,1124.15002441406,1123.60998535156,0.534519016742706,11.8635263442993,587716.418021,4631732.200804
"12",1.28999996185303,1107.23999023438,1105.96997070312,0.59450900554657,13.0217685699463,587786.060755,4631649.394552
"13",1.14999997615814,1089.13000488281,1088.0400390625,0.991679012775421,19.4094181060791,587797.48103,4631573.159108
"14",0.46000000834465,1089.03002929688,1088.56005859375,1.15812397003174,22.1930675506592,587782.19008,4631556.255635
"15",0.349999994039536,1114.2099609375,1113.75,1.07058799266815,22.3879089355469,587763.586361,4631669.512435
"16",0.519999980926514,1086.09997558594,1085.56994628906,0.333748996257782,7.2885308265686,587791.672819,4631549.370737
"17",2.04999995231628,1087.34997558594,1085.30004882812,0.756133019924164,15.8991956710815,587814.964299,4631559.968253
"18",4,1090.67004394531,1086.91003417969,0.211061000823975,4.20301103591919,587804.581558,4631564.979137
"19",1.22000002861023,1091.52001953125,1090.2900390625,1.37446105480194,28.1398830413818,587831.995224,4631546.475935
"20",0.0900000035762787,1097.84997558594,1097.73999023438,1.08081102371216,22.618522644043,587821.138262,4631645.813973
"21",0.579999983310699,1088.5400390625,1087.93994140625,0.932464003562927,19.0851783752441,587839.781866,4631574.450283
"22",2.77999997138977,1088.77001953125,1086.05004882812,0.765347003936768,16.1466331481934,587827.397317,4631576.653605
"23",4.26999998092651,1089.7099609375,1085.32995605469,0.449941992759705,9.8270788192749,587772.637964,4631539.549494
"24",3.42000007629395,1089.61999511719,1086.23999023438,0.477739006280899,10.0605478286743,587802.865385,4631551.585949
"25",3.5,1090.63000488281,1087.11999511719,0.260300993919373,5.30212306976318,587805.491227,4631579.211795
"26",2.22000002861023,1090.88000488281,1088.61999511719,0.959465026855469,18.3694534301758,587812.022664,4631587.375001
"27",NA,NA,NA,NA,NA,587734.639166,4631750.163178
"28",0.310000002384186,1092.52001953125,1092.18005371094,1.09028196334839,23.012321472168,587823.733023,4631615.823958
"29",0.920000016689301,1109.40002441406,1108.51000976562,1.34490704536438,28.3073959350586,587739,4631568
"30",0.0700000002980232,1123.06005859375,1122.91003417969,0.560913980007172,12.1416463851929,587719,4631698
"31",0.00999999977648258,1095.61999511719,1095.56005859375,0.713189005851746,15.9067363739014,587829,4631518
"32",0.509999990463257,1085.92004394531,1085.40002441406,0.372949987649918,7.11599493026733,587779,4631548
"33",0.779999971389771,1106.73999023438,1105.98999023438,0.695388972759247,15.18004322052,587799,4631668
"34",0,1103.31005859375,1103.26000976562,0.748993992805481,16.6691112518311,587799,4631638
"35",0.28999999165535,1120.7099609375,1120.44995117188,0.209735006093979,4.06804800033569,587809,4631738
"36",0.0700000002980232,1115.96997070312,1115.89001464844,0.643213987350464,14.1222867965698,587749,4631678
"37",9.89999961853027,1094.30004882812,1084.35998535156,0.597757995128632,13.191951751709,587799,4631538
