X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-6.033257,42.818253,train,69.94932390327139,100.0,0.999720166304801
-6.466137,43.459054,train,3285.653614045385,100.0,0.9999940408994815
-6.342662,43.456249,train,6484.946632142886,100.0,0.9999969807619358
-6.338711,43.546192,train,3285.653614045385,100.0,0.9999940408994815
-6.219205,43.453311,train,3285.653614045385,100.0,0.9999940408994815
-6.215071,43.543245,train,3285.653614045385,100.0,0.9999940408994815
-5.50024,39.497085,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.503474,39.587101,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.506723,39.677116,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-5.380976,39.409501,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-5.384046,39.499527,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.38713,39.589551,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.967719,40.11662,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.754025,40.031827,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-5.757655,40.121817,train,0.15031709208951882,100.0,0.8847555532609745
-5.640429,40.124551,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.523186,40.127166,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-5.405929,40.129663,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-5.264918,39.411819,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-5.267839,39.501853,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.270773,39.591884,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-5.288657,40.132041,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-5.171372,40.134301,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-5.054074,40.136442,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-5.969661,40.206643,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.97752,40.566719,train,0.15031709208951882,100.0,0.8847555532609745
-5.878667,40.208943,train,0.15031709208951882,100.0,0.8847555532609745
-5.882485,40.298921,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.886321,40.388896,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.890174,40.47887,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.894044,40.568843,train,0.15031709208951882,100.0,0.8847555532609745
-5.761302,40.211805,train,0.15031709208951882,100.0,0.8847555532609745
-5.764965,40.301791,train,0.15031709208951882,100.0,0.8847555532609745
-5.768645,40.391776,train,0.15031709208951882,100.0,0.8847555532609745
-5.776054,40.571741,train,0.15031709208951882,100.0,0.8847555532609745
-5.643921,40.214548,train,0.15031709208951882,100.0,0.8847555532609745
-5.647429,40.304543,train,0.15031709208951882,100.0,0.8847555532609745
-5.650952,40.394536,train,0.15031709208951882,100.0,0.8847555532609745
-5.526524,40.217171,train,0.15031709208951882,100.0,0.8847555532609745
-5.529876,40.307175,train,0.15031709208951882,100.0,0.8847555532609745
-5.533244,40.397177,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.536627,40.487177,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.540025,40.577175,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-5.409112,40.219676,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.412309,40.309688,train,0.15031709208951882,100.0,0.8847555532609745
-5.97752,43.178244,train,17.042155685147154,100.0,0.9988524228960419
-5.966785,42.728322,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.968914,42.818309,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.866269,42.64084,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.87041,42.73078,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.874571,42.820718,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.752389,42.823723,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.899938,43.360312,train,7.060681495073347,100.0,0.9972346137505143
-5.291685,40.222062,train,0.15031709208951882,100.0,0.8847555532609745
-5.294727,40.312081,train,0.15031709208951882,100.0,0.8847555532609745
-5.297782,40.402098,train,0.15031709208951882,100.0,0.8847555532609745
-5.300851,40.492114,train,0.15031709208951882,100.0,0.8847555532609745
-5.174245,40.224329,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.177131,40.314355,train,0.15031709208951882,100.0,0.8847555532609745
-5.18003,40.404379,train,0.15031709208951882,100.0,0.8847555532609745
-5.182943,40.494402,train,0.15031709208951882,100.0,0.8847555532609745
-5.185868,40.584424,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.056792,40.226476,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-5.059523,40.316509,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-5.062265,40.406541,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-5.06502,40.496571,train,0.013439405515911395,47.63161652329987,0.4070195989881126
-5.067788,40.586599,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.939327,40.228505,train,0.0031627965469700377,1.191338567606632,0.13907015633854894
-4.941902,40.318544,train,0.006242461690955114,23.63893305183253,0.2417486266800979
-4.944488,40.408582,train,0.006242461690955114,23.63893305183253,0.2417486266800979
