Especie,X,Y
HM,-5.622664,36.429625
HM,-5.625702,36.519681
HM,-5.628754,36.609736
HM,-5.631819,36.699789
HM,-5.637991,36.879891
HM,-5.502562,36.161821
HM,-5.505433,36.251890
HM,-5.525891,36.882328
HM,-5.391482,36.164093
HM,-5.396982,36.344244
HM,-5.413778,36.884660
HM,-5.301653,36.886886
HM,-15.662819,28.073126
HM,-16.380913,28.519048
HM,-16.380913,28.519048
HM,-16.279833,28.610293
HM,-1.338032,38.519767
HM,-1.103988,38.696426
HM,-4.744970,37.076632
HM,-4.634453,37.168338
HM,-4.747040,37.166731
HM,-4.295106,37.082399
HM,-5.613629,36.159447
HM,-5.616627,36.249508
HM,-5.619639,36.339567
HM,-5.622664,36.429625
HM,-5.502562,36.161821
HM,-5.505433,36.251890
HM,-5.391482,36.164093
HM,-5.394226,36.254169
HM,-5.396982,36.344244
HM,-5.399751,36.434317
HM,-5.402531,36.524389
HM,-5.405324,36.614459
HM,-5.408130,36.704527
HM,-5.283007,36.256345
HM,-5.285635,36.346426
HM,-5.288275,36.436507
HM,-5.290927,36.526586
HM,-5.293591,36.616663
HM,-5.296266,36.706739
HM,-5.298954,36.796813
HM,-5.176788,36.438593
HM,-5.237749,38.510177
HM,-5.065290,36.440575
HM,-5.070089,36.620757
HM,-4.956046,36.532551
HM,-4.844398,36.534330
HM,-4.732741,36.536005
HM,-4.621075,36.537576
HM,-4.622960,36.627689
HM,-4.511156,36.629160
HM,-4.512920,36.719277
HM,-4.400977,36.720647
HM,-4.518258,36.989618
HM,-4.402618,36.810767
HM,-4.405921,36.991002
HM,-4.177070,36.723072
HM,-4.178449,36.813200
HM,-4.181225,36.993451
HM,-4.065108,36.724127
HM,-4.066355,36.814258
HM,-4.067608,36.904388
HM,-4.068867,36.994516
HM,-3.953139,36.725077
HM,-3.954256,36.815211
HM,-3.955377,36.905343
HM,-3.841166,36.725921
HM,-3.617207,36.727293
HM,-3.619386,36.997713
HM,-3.505222,36.727821
HM,-3.505814,36.817964
HM,-3.393235,36.728243
HM,-3.394158,36.908531
HM,-3.057263,36.728879
HM,-2.945271,36.728881
HM,-5.610645,36.069384
HM,-5.499704,36.071751
HM,-6.440192,37.962893
HM,-7.358389,37.618811
HM,-7.131875,37.615442
HM,-7.028112,37.253264
HM,-6.805352,37.159221
HM,-6.690073,37.247149
HM,-6.568705,37.515065
HM,-6.692817,37.157082
HM,-6.583160,37.064776
HM,-6.470783,37.062432
HM,-6.467786,37.152507
HM,-6.355289,37.150026
HM,-6.246070,37.057424
HM,-6.586013,36.974714
HM,-6.586013,36.974714
HM,-6.473768,36.972377
HM,-6.367730,36.789836
HM,-6.364640,36.879886
HM,-5.724683,36.156970
HM,-5.727808,36.247022
HM,-5.730947,36.337074
HM,-5.734100,36.427123
HM,-5.737267,36.517172
HM,-5.740448,36.607218
HM,-5.613629,36.159447
HM,-5.616627,36.249508
HM,-5.619639,36.339567
HM,-5.622664,36.429625
HM,-5.625702,36.519681
HM,-5.514123,36.522087
HM,-5.517046,36.612150
HM,-5.519981,36.702211
HM,-5.396982,36.344244
HM,-5.402531,36.524389
HM,-5.405324,36.614459
HM,-5.525891,36.882328
HM,-5.410948,36.794594
HM,-5.413778,36.884660
HM,-5.293591,36.616663
HM,-5.296266,36.706739
HM,-5.298954,36.796813
HM,-4.958321,36.622648
HM,-4.846544,36.624433
HM,-4.067608,36.904388
HM,-4.416009,37.531672
HM,-5.110051,38.062003
HM,-4.084417,38.075944
HM,-4.085750,38.166054
HM,-3.629947,38.259507
HM,-3.630727,38.349625
HM,-3.515651,38.260065
HM,-3.516290,38.350185
HM,-3.401849,38.350633
HM,-3.287407,38.350969
HM,-4.181225,36.993451
HM,-4.181225,36.993451
HM,-3.619386,36.997713
HM,-3.394158,36.908531
HM,-3.620118,37.087850
HM,3.877014,39.970052
HM,3.878173,40.060161
HM,3.994099,39.969107
HM,3.995407,40.059190
HM,4.109720,39.877962
HM,4.111176,39.968043
HM,4.112638,40.058123
HM,4.226637,39.876784
HM,4.228246,39.966862
HM,4.343547,39.875489
HM,-17.920095,28.765281
HM,-17.817787,28.767458
HM,-17.815368,28.677306
HM,-17.893156,27.773607
HM,-17.294332,28.236014
HM,-17.188808,28.057270
HM,-17.190642,28.147483
HM,-17.192482,28.237682
HM,-17.292405,28.145811
HM,-16.380913,28.519048
HM,-16.684533,28.335136
HM,-16.582551,28.336355
HM,-16.888474,28.332463
HM,-16.583893,28.426592
HM,-16.480564,28.337500
HM,-16.481819,28.427741
HM,-16.379740,28.428808
HM,-13.510571,29.149619
HM,-13.510571,29.149619
HM,-13.927317,28.612090
HM,-14.031241,28.432351
HM,-4.567642,39.332027
HM,-4.449795,39.243452
HM,-4.451654,39.333531
HM,2.937974,42.405472
HM,2.937885,42.495531
HM,3.059495,42.405474
HM,3.059580,42.495532
HM,0.573480,40.668598
HM,0.691693,40.671023
HM,0.688581,40.761036
HM,0.809920,40.673327
HM,0.806967,40.763347
HM,2.217775,41.682306
HM,2.937974,42.405472
HM,-5.400969,39.948430
HM,-5.278039,39.770739
HM,-5.404125,40.038447
HM,-3.976441,38.527492
HM,-5.862148,36.874700
HM,-5.858793,36.784667
HM,-5.743643,36.697263
HM,-17.971388,27.681448
HM,-17.972575,27.771618
HM,-17.972575,27.771618
HM,-5.971068,37.412672
HM,-3.982598,38.978008
HM,4.112638,40.058123
HM,4.228246,39.966862
HM,2.938151,42.225351
HM,-6.137808,39.847807
HM,2.102626,41.321176
HM,1.981755,41.410244
HM,2.337916,41.683061
HM,2.458062,41.683690
HM,2.338837,41.592996
HM,-2.076711,43.302213
HM,-1.103988,38.696426
HM,-1.338032,38.519767
HM,-5.013537,38.694461
HM,-4.896236,38.606315
HM,-4.898613,38.696384
HM,-4.898613,38.696384
HM,-4.781444,38.608120
HM,-4.781444,38.608120
HM,-4.781444,38.608120
HM,-4.781444,38.608120
HM,-4.783677,38.698194
HM,-4.785920,38.788266
HM,-4.664563,38.519731
HM,-4.666643,38.609812
HM,-4.668732,38.699891
HM,-4.668732,38.699891
HM,-4.547967,38.431217
HM,-4.547967,38.431217
HM,-4.547967,38.431217
HM,-4.549896,38.521305
HM,-4.549896,38.521305
HM,-4.551832,38.611391
HM,-4.553778,38.701476
HM,-4.431656,38.342581
HM,-4.433434,38.432675
HM,-4.317256,38.343922
HM,-4.318892,38.434020
HM,-4.318892,38.434020
HM,-4.903398,38.876516
HM,-4.905807,38.966580
HM,-4.908226,39.056642
HM,-4.910657,39.146703
HM,-4.788173,38.878338
HM,-4.788173,38.878338
HM,-4.790437,38.968407
HM,-4.792710,39.058475
HM,-4.794993,39.148542
HM,-4.799591,39.328671
HM,-4.672939,38.880046
HM,-4.675056,38.970121
HM,-4.677183,39.060195
HM,-4.561647,39.061799
HM,-4.449795,39.243452
HM,-4.451654,39.333531
HM,-4.451654,39.333531
HM,-4.093879,38.706683
HM,-3.975226,38.437385
HM,-3.975226,38.437385
HM,-3.747950,38.619292
HM,-3.985100,39.158204
HM,-3.987625,39.338394
HM,-5.862148,36.874700
HM,-3.976441,38.527492
HM,-7.087170,39.326797
HM,-7.205429,39.238582
HM,-6.858030,39.232709
HM,-6.860761,39.142663
HM,-6.863486,39.052657
HM,-6.984091,38.874560
HM,-6.756528,38.780308
HM,-7.219018,38.698169
HM,-7.221248,38.608095
HM,-6.996676,38.424249
HM,-6.882191,38.422236
HM,-6.767719,38.420110
HM,-6.999159,38.334183
HM,-6.770485,38.330057
HM,-6.887430,38.242113
HM,-6.629517,39.138187
HM,-6.170798,39.037860
HM,-6.404929,38.953215
HM,-6.174382,38.947857
HM,-6.411470,38.773171
HM,-6.296479,38.770566
HM,-6.181503,38.767847
HM,-6.414718,38.683146
HM,-6.299871,38.680549
HM,-6.070223,38.675018
HM,-6.188560,38.587831
HM,-6.073886,38.585017
HM,-6.650337,38.507918
HM,-6.535748,38.505561
HM,-6.421172,38.503093
HM,-6.192065,38.497820
HM,-6.077534,38.495016
HM,-6.424378,38.413063
HM,-6.081165,38.405012
HM,-6.541861,38.325485
HM,-6.544897,38.235445
HM,-6.316608,38.230444
HM,-6.088379,38.225000
HM,-6.661944,38.147729
HM,-6.433908,38.142966
HM,-6.091962,38.134992
HM,-5.488796,39.135786
HM,-5.370176,39.048165
HM,-5.367172,38.958130
HM,-5.709632,38.860584
HM,-5.594496,38.863200
HM,-5.479346,38.865703
HM,-5.821196,38.767849
HM,-5.591229,38.773177
HM,-5.476224,38.775672
HM,-5.817656,38.677841
HM,-5.355289,38.597973
HM,-5.696078,38.500516
HM,-5.466941,38.505570
HM,-5.689391,38.320473
HM,-5.914300,38.224999
HM,-5.686070,38.230448
HM,-5.571933,38.233007
HM,-5.907143,38.044981
HM,-5.147435,39.322771
HM,-4.915550,39.326820
HM,-4.799591,39.328671
HM,-5.144686,39.232726
HM,-5.026309,39.144749
HM,-4.910657,39.146703
HM,-4.794993,39.148542
HM,-5.139226,39.052632
HM,-5.023732,39.054694
HM,-4.908226,39.056642
HM,-5.021166,38.964638
HM,-4.905807,38.966580
HM,-4.903398,38.876516
HM,-5.243352,38.690276
HM,-6.043280,39.755254
HM,-6.041382,39.845283
HM,-6.037556,40.025337
HM,-6.130295,40.027776
HM,-6.261705,39.670637
HM,-6.272301,39.400633
HM,-6.279286,39.220622
HM,-5.410480,40.218478
HM,-5.969094,40.115414
HM,-5.495167,39.315833
HM,-6.887430,38.242113
HM,-6.882191,38.422236
HM,-6.296479,38.770566
HM,-6.299871,38.680549
HM,-6.414718,38.683146
HM,-6.073886,38.585017
HM,-6.650337,38.507918
HM,-6.535748,38.505561
HM,-6.404929,38.953215
HM,-6.174382,38.947857
HM,-6.170798,39.037860
HM,-6.424378,38.413063
HM,-6.541861,38.325485
HM,-6.544897,38.235445
HM,-6.661944,38.147729
HM,-6.984091,38.874560
HM,-5.914300,38.224999
HM,-5.594496,38.863200
HM,-5.488796,39.135786
HM,-5.144686,39.232726
HM,-5.147435,39.322771
HM,-6.195554,38.407807
HM,-5.743643,36.697263
HM,-5.858793,36.784667
HM,-4.312393,38.073619
HM,-5.568767,38.142973
HM,-4.433434,38.432675
HM,-4.433434,38.432675
HM,-4.433434,38.432675
HM,-4.315628,38.253823
HM,-4.896236,38.606315
HM,2.937974,42.405472
HM,2.937974,42.405472
HM,2.937974,42.405472
HM,3.059410,42.315413
HM,-4.067608,36.904388
HM,-4.067608,36.904388
HM,-3.505222,36.727821
HM,-7.028112,37.253264
HM,-6.690073,37.247149
HM,-6.687316,37.337214
HM,-7.028112,37.253264
HM,-7.140813,37.255088
HM,-6.583160,37.064776
HM,-6.695550,37.067014
HM,-6.583160,37.064776
HM,-6.695550,37.067014
HM,-6.912933,37.341411
HM,-6.917898,37.161252
HM,-6.917898,37.161252
HM,-6.917898,37.161252
HM,-6.917898,37.161252
HM,-6.676165,37.697458
HM,-7.245127,37.617181
HM,-6.905401,37.611638
HM,-7.249345,37.436996
HM,-7.364294,37.348515
HM,-6.452592,37.602727
HM,-7.478975,37.259916
HM,-7.136364,37.435268
HM,-6.781429,37.969827
HM,-6.784135,37.879766
HM,-6.670515,37.877571
HM,-6.673346,37.787516
HM,-6.684547,37.427277
HM,-6.690073,37.247149
HM,-6.802741,37.249294
HM,-6.580294,37.154837
HM,-7.134124,37.525355
HM,-6.559876,37.785219
HM,-7.134124,37.525355
HM,-7.131875,37.615442
HM,-7.129615,37.705527
HM,-6.559876,37.785219
HM,-7.471660,37.620333
HM,-6.781429,37.969827
HM,-6.781429,37.969827
HM,-6.890032,38.152050
HM,-7.245127,37.617181
HM,-6.794838,37.519505
HM,-6.670515,37.877571
HM,-6.670515,37.877571
HM,-7.011411,37.883826
HM,-7.011411,37.883826
HM,-7.122776,37.975772
HM,-6.664814,38.057678
HM,-6.216166,37.867698
HM,-6.452592,37.602727
HM,-6.452592,37.602727
HM,-6.452592,37.602727
HM,-6.236235,37.327530
HM,-6.236235,37.327530
HM,-4.823209,40.229224
HM,-5.399751,36.434317
HM,-6.355289,37.150026
HM,2.456543,41.863821
HM,2.456543,41.863821
HM,2.456543,41.863821
HM,-6.147171,36.694632
HM,-7.134124,37.525355
HM,-5.786500,37.867700
HM,-5.786500,37.867700
HM,-6.323200,38.050391
HM,2.088688,42.311808
HM,2.088688,42.311808
HM,1.976078,41.770475
HM,1.855786,41.769340
HM,1.855786,41.769340
HM,-6.147171,36.694632
HM,-4.753305,37.437021
HM,2.937974,42.405472
HM,2.937974,42.405472
HM,2.937974,42.405472
HM,-5.779744,37.687651
HM,1.242107,42.211895
HM,-5.559353,37.872861
HM,-3.402349,38.440752
HM,-3.630727,38.349625
HM,-3.516290,38.350185
HM,-3.401849,38.350633
HM,-6.440192,37.962893
HM,-7.131875,37.615442
HM,-7.358389,37.618811
HM,-7.028112,37.253264
HM,-6.805352,37.159221
HM,-6.568705,37.515065
HM,-6.690073,37.247149
HM,-2.076711,43.302213
HM,-3.956504,36.995475
HM,-3.630727,38.349625
HM,-3.970419,38.076941
HM,-4.293576,36.992280
HM,-5.141950,39.142680
HM,-5.257578,39.140496
HM,-7.245127,37.617181
HM,-7.245127,37.617181
HM,3.058908,41.775023
HM,3.059495,42.405474
HM,2.816454,42.405342
HM,2.816454,42.405342
HM,-5.610645,36.069384
HM,-2.076711,43.302213
HM,3.059495,42.405474
HM,2.816454,42.405342
HM,2.816454,42.405342
HM,-5.079814,36.981105
HM,-5.862148,36.874700
HM,-5.862148,36.874700
HM,-5.862148,36.874700
HM,-5.419477,37.064786
HM,-5.419477,37.064786
HM,-5.531854,37.062439
HM,-5.531854,37.062439
HM,-5.416621,36.974724
HM,-5.960625,36.872285
HM,-5.743643,36.697263
HM,-5.743643,36.697263
HM,-3.058663,38.531549
HM,-5.416621,36.974724
HM,-3.402850,38.530871
HM,-3.518222,38.620535
HM,-3.632298,38.529856
HM,-3.861731,38.528392
HM,1.977507,41.680420
HM,2.089984,42.221757
HM,2.818516,41.684825
HM,2.578211,41.684194
HM,2.458813,41.593623
HM,2.698362,41.684572
HM,2.458062,41.683690
HM,-6.134060,39.937792
HM,-6.917898,37.161252
HM,-6.367730,36.789836
HM,-7.025758,37.343348
HM,-7.138594,37.345178
HM,-6.559876,37.785219
HM,-6.781429,37.969827
HM,-6.907922,37.521564
HM,-6.917898,37.161252
HM,-7.138594,37.345178
HM,-7.140813,37.255088
HM,-6.784135,37.879766
HM,-6.917898,37.161252
HM,-7.140813,37.255088
HM,-7.018632,37.613594
HM,-6.559876,37.785219
HM,-7.030456,37.163177
HM,-6.212769,37.957721
HM,-6.562832,37.695169
HM,-6.915421,37.251332
HM,-6.681765,37.517339
HM,-6.095529,38.044982
HM,-6.784135,37.879766
HM,-6.794838,37.519505
HM,-7.140813,37.255088
HM,-6.678971,37.607399
HM,-6.807951,37.069145
HM,-6.902868,37.701710
HM,-6.678971,37.607399
HM,-6.676165,37.697458
HM,-6.794838,37.519505
HM,-6.571622,37.425010
HM,-7.138594,37.345178
HM,-6.802741,37.249294
HM,-6.687316,37.337214
HM,-7.138594,37.345178
HM,-7.008983,37.973900
HM,-7.030456,37.163177
HM,-7.140813,37.255088
HM,-6.915421,37.251332
HM,-7.023393,37.433432
HM,-6.892622,38.061985
HM,-7.249345,37.436996
HM,-7.138594,37.345178
HM,-7.247241,37.527089
HM,-6.905401,37.611638
HM,-6.568705,37.515065
HM,-6.797484,37.429436
HM,-6.802741,37.249294
HM,-6.807951,37.069145
HM,-6.805352,37.159221
HM,-7.251439,37.346901
HM,-6.915421,37.251332
HM,-7.138594,37.345178
HM,-7.030456,37.163177
HM,-6.800118,37.339366
HM,-6.565775,37.605118
HM,-6.676165,37.697458
HM,-6.690073,37.247149
HM,-7.028112,37.253264
HM,-7.140813,37.255088
HM,-6.797484,37.429436
HM,-7.028112,37.253264
HM,-6.915421,37.251332
HM,-7.138594,37.345178
HM,-6.778712,38.059887
HM,-6.800118,37.339366
HM,-6.678971,37.607399
HM,-6.802741,37.249294
HM,-6.684547,37.427277
HM,-7.028112,37.253264
HM,-7.138594,37.345178
HM,-7.140813,37.255088
HM,-7.138594,37.345178
HM,-6.571622,37.425010
HM,-7.251439,37.346901
HM,-6.805352,37.159221
HM,-6.912933,37.341411
HM,-6.912933,37.341411
HM,-7.025758,37.343348
HM,-7.243005,37.707271
HM,-7.028112,37.253264
HM,-7.247241,37.527089
HM,-6.692817,37.157082
HM,-6.562832,37.695169
HM,-7.021018,37.523514
HM,-7.138594,37.345178
HM,-7.140813,37.255088
HM,-7.134124,37.525355
HM,-7.247241,37.527089
HM,-6.915421,37.251332
HM,-7.140813,37.255088
HM,-7.025758,37.343348
HM,-7.245127,37.617181
HM,-7.025758,37.343348
HM,-7.138594,37.345178
HM,-6.673346,37.787516
HM,-6.673346,37.787516
HM,-7.138594,37.345178
HM,-6.917898,37.161252
HM,-6.676165,37.697458
HM,-6.910433,37.431488
HM,-6.473768,36.972377
HM,-6.690073,37.247149
HM,-7.136364,37.435268
HM,-6.538811,38.415524
HM,-6.786829,37.789703
HM,-7.140813,37.255088
HM,-6.915421,37.251332
HM,-6.670515,37.877571
HM,-7.140813,37.255088
HM,-6.687316,37.337214
HM,-7.240872,37.797360
HM,-6.915421,37.251332
HM,-6.676165,37.697458
HM,-6.915421,37.251332
HM,-7.354409,37.799001
HM,-6.890032,38.152050
HM,-6.917898,37.161252
HM,-6.690073,37.247149
HM,-7.138594,37.345178
HM,-7.356403,37.708907
HM,-7.138594,37.345178
HM,-6.805352,37.159221
HM,-7.025758,37.343348
HM,-6.917898,37.161252
HM,-7.138594,37.345178
HM,-7.140813,37.255088
HM,-6.907922,37.521564
HM,-6.684547,37.427277
HM,-7.140813,37.255088
HM,-7.138594,37.345178
HM,-7.138594,37.345178
HM,-6.917898,37.161252
HM,-6.915421,37.251332
HM,-6.805352,37.159221
HM,-6.917898,37.161252
HM,-7.136364,37.435268
HM,-6.917898,37.161252
HM,-6.915421,37.251332
HM,-6.670515,37.877571
HM,-6.912933,37.341411
HM,-7.138594,37.345178
HM,-6.784135,37.879766
HM,-7.028112,37.253264
HM,-6.673346,37.787516
HM,-6.678971,37.607399
HM,-6.797484,37.429436
HM,-7.028112,37.253264
HM,-6.784135,37.879766
HM,-6.664814,38.057678
HM,-6.800118,37.339366
HM,-6.690073,37.247149
HM,-7.140813,37.255088
HM,-7.028112,37.253264
HM,-6.623450,39.318249
HM,-6.623450,39.318249
HM,-6.736455,39.410596
HM,-6.620395,39.408278
HM,-6.620395,39.408278
HM,-6.736455,39.410596
HM,-5.147435,39.322771
HM,-5.144686,39.232726
HM,-6.355289,37.150026
HM,-5.402531,36.524389
HM,-5.169873,40.043074
HM,-5.287006,40.040820
HM,-5.404125,40.038447
HM,-4.703465,40.140961
HM,-4.703465,40.140961
HM,-4.586120,40.142628
HM,-4.586120,40.142628
HM,-5.167024,39.953041
HM,-4.586120,40.142628
HM,-4.703465,40.140961
HM,-4.703465,40.140961
HM,-4.703465,40.140961
HM,-5.287006,40.040820
HM,-5.404125,40.038447
HM,-4.823209,40.229224
HM,-4.586120,40.142628
HM,-4.586120,40.142628
HM,-4.468766,40.144177
HM,-4.468766,40.144177
HM,-4.818400,40.049125
HM,-4.823209,40.229224
HM,-4.823209,40.229224
HM,-4.705720,40.231015
HM,-4.586120,40.142628
HM,-4.468766,40.144177
HM,-4.705720,40.231015
HM,-4.586120,40.142628
HM,-4.586120,40.142628
HM,-4.701220,40.050905
HM,-4.705720,40.231015
HM,-6.661944,38.147729
HM,-5.868684,39.937793
HM,-5.186947,36.798926
HM,-7.360431,37.528712
HM,-7.134124,37.525355
HM,-7.473501,37.530234
HM,-7.475398,37.440125
HM,-6.792180,37.609573
HM,-6.437057,38.052930
HM,-6.890032,38.152050
HM,-6.670515,37.877571
HM,-6.667671,37.967625
HM,-4.956046,36.532551
HM,-6.664814,38.057678
HM,-4.732741,36.536005
HM,-6.664814,38.057678
HM,-6.778712,38.059887
HM,-6.781429,37.969827
HM,-6.664814,38.057678
HM,-6.664814,38.057678
HM,-6.440192,37.962893
HM,-6.778712,38.059887
HM,-6.892622,38.061985
HM,-6.550929,38.055359
HM,-6.553925,37.965314
HM,-6.890032,38.152050
HM,2.101387,41.411240
HM,-6.664814,38.057678
HM,-5.882592,37.414864
HM,-5.948789,36.241775
HM,-5.607673,35.979320
HM,-14.133343,28.433045
HM,-13.928232,28.521844
HM,-5.723430,39.220625
